n,dream,source_filename,date,pca1,pca2,q_pca1,q_pca2
433,"I was with Ben D. We had gone out of town together to visit his brother Stanley. Apparently we had been in a relationship now for a little time at least. It was evening. We were sharing a bed, but only to sleep. He expressed his concern over his brother hearing us making love. We spent some time kissing, cuddling and being playful. It was somehow going to have a negative effect on him if his brother found out. Perhaps it would effect his inheritance or something he owned. I can't recall for sure. When he leaned in to kiss me the first time. I saw his face so clearly it was as though I was awake. I questioned if I was lucid. I thought, Wow. I see his face as though I were awake. It was a very nice feeling. I had said something to him about how much his affection for me meant to me. He smiled and said, me neither. I smiled and thought to myself that it was kind of an endearing thing that it didn't bother me that instead of returning or affirming a positive statement like that, like saying I feel the same way, he always turns it into an opposite. Instead of saying me too he says me neither. In waking life I just rolled my eyes as I tried to explain that because it is difficult to explain. This is the best I can do. I remember being surprised at how incredibly gentle and loving he was. As we lay there holding each other and kissing. He expressed his frustration at not being able to make love to me. The nice thing though is that it wasn't about the sex at all, the desire to be together or to make love wasn't about the physical at all. It was about the emotional and soul connection and the desire rooted in that to be even closer in those ways. He picked up a bottle of perfume off of the bedside table. He sprayed it into the air and didn't like the smell of it at all. I said, What? You don't like it? He said, No. That smells bad. I said, Oh. Well. That's the perfume that I've been wearing for the last ten years. He just looked at me. I said, That's okay. I'm ready for a change. You can buy me something that you like. We were also talking about his hair growing out and him shaving his head. He had really black hair. And also through the dream he kept calling me darling.",elizabeth.tsv,(2002-06-18),0.079748966,-0.12897004,-0.34456035,-0.1801296
459,"There were mice in the apartment. Along one of the walls I could see the hole and I could see them coming in and out. They were different colors. I was surprised, actually, that I was not reacting to them in the way I would have thought I would, being that aware of mice in the house. I didn't seem as frightened or put-off by them. In waking life I am extremely edgy around mice, rats, and snakes.",elizabeth.tsv,(2002-08-01),0.14072946,-0.020103022,-0.26151547,0.16269872
488,"I was either in a hotel room or a second floor apartment. Bill C was there. I think Daddy was there. I may have just been talking to him. Sister Emma was in the dream at one point. Carmen A and Alison U were in the dream at one point. I think maybe two other people from school were in the dream. but I'm not sure. I said, Look did you see that Carmen A and Alison U are here? I must have said that to someone who knows them. Alison U was pregnant. In part of this dream Sister Emma lived on the 2nd floor of this apartment building or this hotel and there was a man living right beneath her on the first floor. At one point it seems that they traded places, maybe because of Sister Emma health. So she was now living, or staying on the first floor. The man was now living on the second floor. There were metal stairs leading to the second floor. I went up the stairs and it led to a roof, I think. They had taken and put a bunch of dirt and planted some trees so you weren't limited to. Maybe so you could only access one part of the roof. I just went up there and I looked around a little bit. I looked over the edge and down to the street level. Then I went back down. I think maybe I told someone that I just wanted the exercise. Now I'm living on the first floor I guess. There was something about Alison U having a doctor's appointment. She had four suitcases full of stuff, even though it was just an overnight doctor appointment. I was helping her carry all of her stuff. I am talking to Bill C and Cole P about cell phones. There was one kind of cell phone that Bill C was using. I said, Oh, yes, I have that exact same one at home. But this is the one I carry around with me. I pulled out my current phone. Bill C and Cole P both pulled there's out and we were all comparing. I was thinking that mine was little bit smaller and that mine was nicer than theirs but I didn't say that.",elizabeth.tsv,(2002-09-07),0.17886217,-0.2877701,-0.077990316,-0.24395782
489,"I was driving in my car, from the backseat. I was having trouble seeing. I'm driving too fast. At the last minute I see that there has been a terrible accident and I see that there's all kinds of emergency vehicles. I slam on my brakes and I swerve way off the road. I'm trying to avoid hitting all of these vehicles. I'm expecting these emergency workers to get really angry with me. But it was almost as if no one even noticed because they were so busy taking care of the accident. I went ahead and tried to drive around the vehicles. I did drive around some of the vehicles that were parked there. I got around them. I think I backtracked. I had a very deja vu feeling to it. while I was still in the dream. I felt that I had either been there and done that before or maybe the feeling that I had dreamt it before.",elizabeth.tsv,(2002-09-07),0.2000316,-0.31506282,-0.17282152,-0.06277687
493,"I thought Matthew had come home late at night. While I heard him at the door I was trying to remember if I chained the door and set the alarm before I went to bed. I was pretty sure that I did so I didn't think he would be able to get in. I heard someone come in the front door and come up the steps. I thought it was Matthew because I thought I heard him calling me as he came up the steps so he wouldn't startle me by popping his head in my bedroom door. I thought I had my eyes open and was watching my bedroom door to show up but he never did. I lay there for a little while and still didn't see him show up at the doorway. I fumbled for the flashlight in my bedside table. This was one of those dreams that I was very sure that I was awake. I turned on my flashlight and pointed it toward my doorway and still didn't see anyone. I decided to go into his bedroom. I shone the flashlight around his bedroom and didn't see anything. I went over to his bed and started to feel around his bed. Even with the flashlight on I couldn't see very well. I remember thinking, oh, good, there isn't anyone in the apartment. Then suddenly I felt these fingers. It startled me so bad I jumped. That woke me up.",elizabeth.tsv,(2002-10-04),0.034464788,-0.3645031,-0.38462886,0.004313877
499,"I think I was looking outside or I was looking outside through the window of a city building. We see one of the twin towers explode. not like it did in waking life. It was more like. It just exploded and pieces flew everywhere. All of us ran outside. I was just walking around outside on the cement. I was just wandering around very listless because I thought Matthew was in that building or I knew there was a good chance that he was in that building. At first a bunch of people started towards the tower, towards that area. Then other structures started being attacked and exploding, I guess. It was like it was moving towards us. Whatever was causing these explosions was moving towards us. It had caused. Like a flood. I was wandering around on the cement. I decided to just let the flood drown me because if Matthew had died I didn't want to live. I don't know if I changed my mind myself or if someone else convinced me that there was a chance that he was still alive and if there was even a chance that he was still alive I needed to try to save myself. So someone had pointed to a large building and they directed us to go in there. After we went in, we went up a few floors and someone was saying that this building was safe because it was a very new building and it had been built with new materials and new technology and whatever so that it would withstand anything. I'm getting in an elevator and going up to the very top floor. I think there were a lot of children in this building. maybe a class or maybe different classes with their teachers. They were there as part of their normal day. It seems that after I had gone to the top floor that I went to a lower floor. Maybe back up again. I don't remember it what order or why. There was some association to the daytime soap opera The Young and the Restless, the characters Jack and Phyllis. In the elevator of this building it seems that there was a problem. I don't know if I was in a relationship with Jack and someone was destroying a bunch of personal things of ours or mine, trying to separate us. There was a problem with the elevator so I was trying to climb out of the elevator and up through the shaft. It was like it was dangling. and dangling crooked, as though it didn't really fit in the shaft. The shaft was possibly a lot larger than the elevator. I was trying to climb out of the elevator onto the nearest floor above me. There was a handle inside the wall that I was trying to get my hand inside of and pull myself up. I was having a lot of trouble. I started calling for help. Someone did finally come and help me get onto that floor. In another scene I was with a bunch of people. I think we decided that we were in danger in this building so we were going to try to escape. There was one way out that someone had directed us to. Only a certain number of people got out that way safely. Then it became dangerous. So we started looking for another way. In one scene I was with a bunch of girls that were part of a band, like them and their boyfriends were part of a band. These men were asking them to do something. They didn't realize that the men were asking them to do this but at the same time they were being unfaithful. I tried to tell them and they didn't believe me. They finally decided to confront the men and ask them. The men admitted to it. So they had a little bit of a confrontation. Then the men changed their minds and decided to be faithful. I left them. When I left them they were singing one of their songs.  ",elizabeth.tsv,(2002-11-24),0.008490968,-0.23625465,-0.4072525,0.07265209
511,"I was receiving some kind of award or recognition from the town I was living in for my efforts in trying to rid the town of bad men like the ones described in the rest of the dream. I was standing on a hardwood platform. It looked like a hardwood floor in a house. I was living in a small, rundown shack. I was peering out one of the two glass panels of the front door. The panels were one on top of the other. I was sitting on the floor, peering out the bottom panel, which was a square. The top panel was a rectangle. The whole area had the same type of small wooden shacks. I was looking across the street at some people sitting on the floor looking out the bottom square of theirs. There were three people looking out of that one. I kept looking at it and at one point it seemed that I was lucid so I kept asking myself, What am I doing here? What am I doing here? This car pulled up. I realized that my husband was home and was yelling. I knew that I needed to run away. I started to run. I was having trouble getting away so I started to fly. I couldn't fly fast and I couldn't get very high off the ground. I was just high enough that he couldn't reach me. He kept throwing a knife at me and fortunately he kept missing me. He kept trying to throw it different ways but kept missing me. I kept trying to get away. I had led them, he was with another man now, over a rut in the dirt. It was very muddy. They slipped and fell into it. It was a rattlesnake pit. They were getting bitten and I thought they were dying. They somehow managed to get out alive and continued to chase me. I had gotten myself back into one of these shacks. I felt as though I was moving in slow motion. I couldn't do anything quickly. I tried to go into one room and slam the door shut and lock it. But I couldn't move quickly at all. I had finally gotten one door shut. I still couldn't move fast enough to get it locked. It was as though I was moving in slow motion. I finally managed to get out. I came across a nun. I asked her what she was doing there and she said she was there to help me get away. She was directing me to do different things, but I still couldn't move fast at all. I was doing different things trying to trip them up and deter them but I couldn't believe that the snakes hadn't killed them. They were at least moving slower because of the snakebites. We were in one room and he was leaning with his back by this window. He didn't have a shirt on. I managed to pick up a piece of furniture and push it against him. I lifted it up and pushed him out the window. He fell headfirst into a lake. I thought he was sick enough from the snakebites that he wouldn't be able to survive. I thought he would drown. I did the same thing with the other man. I heard him say, sh. Just act as though we're drowning then we'll surprise her. I told the nun that they were pretending to drown. I continued to try to get away. I was lucid again at this point and said, I have got to wake up. I did.",elizabeth.tsv,(2003-01-12),0.08780334,-0.3372893,-0.26446858,-0.013153036
531,There were two miniature elephants. They were probably not more than two inches high. They were alive. I was in my bedroom and talking to someone about the elephants. I put them down on the floor and they walked over to a small area rug. I saw them entwine themselves in a rosary. They managed to get the area rug so it was covering them up and then they began mating. [Date of dream unknown] .,elizabeth.tsv,(2003-02-??),0.42655206,-0.029264161,0.04909907,0.013895316
533,"Regan K invited me to come to the UM to teach one single class/one single session, on dreams. I was really excited to do this through most of the dream. Regan K was actually Ben D. I went to the UM and taught class. I was very anxious about it going well, about doing well. At the end of the class I was asking someone to tell me when the class was over. Someone from the school had come in, maybe to make some announcements. I told them they had ten more minutes to study and then I would give them a 30-minute test. Then we would have 5 minutes of announcements. When they finished their tests I told them they could leave it on their desks and I would come around and pick them up after everyone left. Some people left their test lying under their coat, or in their coat, or on their coat, or had it sitting with their coat. They had all left and left their coats. I went around and picked up the tests. I was packing up and Ben D came in. I told him that I was a little anxious about how it went, especially being that it was his class. I care what he thinks. He walked me out and held out his arms to give me a hug, and then we kissed each other on the cheek. I walked away and started to my car. I thought, oh, that wasn't Ben D at all. That was Regan K. I was thinking about the fact that he had reached out his arms to hug me and that we kissed each other on the cheek. I thought that was nice. I was disappointed that he morphed into Regan K. I was on my way back to the office I think. This one road was very narrow. It was covered with snow and there was a high bank on either side. The weather was very bad. It was snow and ice. Cars were coming and I could see that there was only room for one car. I pulled over as much as possible and stop to allow the other cars to pass. I saw this other car coming up behind me. I wondered if they would slow down and pull over as well. I was concerned that they would hit me because they seemed to be driving too fast for the road conditions and they didn't seem to be slowing down. At first they stopped and then they started around me, into this other section of the road. Then they saw why I had pulled over so they backed up and pulled off. Twice they did this. Finally they let me go first. I got to a place where there was something like an avalanche. The snow had fallen down in and had just completely blocked the road. Now I wasn't in a car. The snow had completely enveloped me from the waist down. This other car was buried and I was very concerned about them. Part of me said something to insinuate that this is what they get for their bad driving. I was pushing on the one bank in front of me to use it as leverage to pull myself out. Then I got far enough that I could grab a small tree branch. As I was doing this I realized that the woman in the car behind was able to get out of the car part of the way so she was only waist high in the snow. She had her cell phone and was calling for help. In the meantime I was pulling myself out and headed to the office. I went back and Bruce U, the maintenance man, was working. At one place some other maintenance men were working. I had to get down and kind of get down on my stomach and shimmy through this hole in the wall to get into this one part of the building. Then I came to another place that was the same way. Bruce U was working. I didn't want to have to do that again. I asked Bruce U if I could just get in that way. He said yes and moved something so I could just walk in. I think some of my family was there. Daddy was there and Uncle H. I think Larry K and some others. We had talked about something but I don't remember what. I walked away and then I came back. I asked someone how far the UM is from here. Even though I had just driven it I didn't know how far it was. I thought that maybe it was just an hour. Uncle H and someone else seemed to agree that it was four hours. I said, Well, I thought maybe Mother and Daddy could go to this graduation. They couldn't go to the first two. I thought that maybe they could go to one out of three. But I guess not. Then I thought, It just isn't that important anyway. Because I was going to be there teaching for four hours, Ben D enrolled me in some kind of teachers association. After I finished teaching he told me this and I found out also that I was going to get paid. I was very excited about both of these things. He said something about the fact that all teachers belong to this association.",elizabeth.tsv,(2003-02-11),0.019372074,-0.05336595,-0.23886472,-0.0676723
572,"I was sleeping on the left side of my bed, facing right. Someone came into the room and had climbed up on the bed on his knees. I was trying to move my arm to swipe at him to see if he really was there or if I was imagining things. I actually felt the mattress go down as it would if someone else climbed on the bed. I finally jerked my arm.",elizabeth.tsv,(2003-03-27),0.21814159,-0.14231353,-0.24323837,0.20657185
584,"I was sitting at a computer working and Matthew was sitting next to me. But he was only 5-6 years old. He was sitting there talking about helping me. He said, I know how I can help you. I can help you enter things. He was referring to entering references into my Endnotes software. I said, do you really think you can help me with that? You're kind of little to do that aren't you? He said something to the effect that he can help. I turned and looked at him and said, well, here's what I think. I think I'm dreaming right now. And, in waking life you're alot older and I asked you to help me with this and you started and you did a good job. But, now, I don't know. You're kind of little. He said, Whooaaa!",elizabeth.tsv,(2003-05-07),0.028988656,-0.037137683,-0.28962332,-0.008137063
610,"I was at the SAID conference attending some workshops. I also presented one. One of the dreams that I shared was the one about being murdered. Later, at another one I was presenting, Sally R was there. At the end she was saying how frustrating it is not to interpret, then she mentioned my dream and some of the images. I said, That's exactly why it's so important not to interpret or to project your interpretations on to someone else. She said, Yeah. I know. But I'd like to know what that's about. I told her that for me, in this case, some of it is about the fact that I have the tendency to murder myself everyday mentally and emotionally and that I'm at risk for doing that because I am very hard on myself. There was also something about conference next year and I was debating about whether or not I was going to be able to go.",elizabeth.tsv,(2003-07-18),0.13185039,-0.20420818,-0.19152673,-0.29113424
623,"It feels as though I went back and forth between being in the dream and thinking about what I wanted to do differently the next time I was or the next time I am in this situation -. I was still fretting about the possibility of damaging my relationship with Ben D. Then I was at church and I was up front in the sanctuary. I don't know why. Maybe I was a Eucharistic Minister. From where I was standing there was someone in one of the very front pews, maybe in the first 3-4 pews. It kind of looked like Ben D but I couldn't tell for sure because he walked by other people, particularly other Eucharistic Ministers. So when people got up and started to come up to receive the Eucharistic I was moving around and leaning forward to see if it was him. I'm not sure if he even came up or if he was just leaving church at that time. But he went to the far left of his pew, turned right, and then went out the door. As he did I saw that it was him. I wondered if he was leaving at that time because he saw me up there and because he was avoiding me. This made me very sad that this might be the case because I was fairly sure that otherwise he would have wanted to chat a little bit after Mass.",elizabeth.tsv,(2003-07-24),0.06854046,-0.30438918,-0.31121373,-0.26616356
638,"I was with Bill C, but I don't know where. We were sleeping together. Well, not exactly sleeping. The physical sensation was so real and intense. I recognized that I was dreaming and took note of the fact that I was feeling the physical sensations so strongly while in a dream. I thought to myself that I wanted to stay with it and pay attention to how intensely I feel the physical sensations. I didn't let it go for very long until I decided that I needed to wake up. Instead I tried to wake him up, which makes me wonder if I was dreaming. As I thought I was trying to wake him up I thought, Oh. This isn't a dream at all because we're both awake. At first he initiated the kissing then we stopped and were talking very briefly about the situation, with me working for him and with him being married. The next time I initiated it with the purpose of making a point. I put my hand on his face and kissed him very hard. I don't know what my point was. He stops. We stop kissing. He jumped out of bed very abruptly and said something about what just happened. I said, Well, we just can't. He said, It's not that easy to just say we can't. Then he said, We'll just have to talk about this later. He had a program or something that he had to get ready for. I did something else to try to test and see if I was dreaming or not and decided that I wasn't. I was standing at a table with a bunch of pocket folders that had various materials in them. Someone came up and said something to me. I said that I worked there, that I work with Bill C.",elizabeth.tsv,(2003-08-15),0.17795557,-0.22926438,-0.16600752,-0.26265126
640,I had gone into my bedroom but it wasn't like any bedroom that I've had in waking life. There were two light switches. I tried to turn on the lights but none of the lights would come on. The room was pitch black light. Just as in waking life I don't like to walk into a room that dark but I did anyway. I tried to turn each light on at the light source itself but none of them would come on. Matthew came to the bedroom at one point and I told him that I needed him to help me get the lights on.,elizabeth.tsv,(2003-08-15),0.056530908,-0.0736623,-0.3042972,0.020377012
658,"I was in a place that I had been before in a dream. I don't know if it exists in waking life. I was in my car on a four-lane street. It was very busy. I was in the far left lane. Cars from the street parallel to me kept turning into the lane that I was in. I had to keep getting over to avoid a front-end collision. One car finally ended up getting into a front-end collision because as I pulled over the car that was behind me sped forward and just ended up in the front end collision with the car that had turned into this on-coming traffic. I went ahead and got around them to get out of the way of the scene of the accident. But there was a school bus there that had pulled off to the side and was getting a tire repaired. So I had to get back over to the left then. Then I barely squeezed through between the bus and the car to my left without causing an accident myself. Then there was another, I think maybe it was a semi-trailer truck. I'm not sure what he was doing maybe making a turn. I was just barely able to squeeze by him to the left again without getting into an accident in between the truck and the vehicle to my left. Then there was one more time that I knew if I didn't really step on the gas and hit it I wasn't going to make it that time. I did just barely. Then for some reason I am walking. I am running, taking shortcuts through alleys and things. I end up in this really bad apartment complex. I hear police officers yelling. I think they are trying to arrest a drug dealer. I am very afraid of getting shot. I don't know where to go because I feel that I see young men running out of the apartment and yelling at each other and I feel like I'm surrounded and I don't know where to go. I finally dart to my left and see a subdivision of homes so I run over that way. It's just starting to get dark, like early dusk. I see these families setting up lawn chairs and stuff in the street. At first I wonder what is going on and then I realize that it is the weekend of the radio station's annual fireworks show. They are usually held on the bank of a river and synchronized to music. It's a really wonderful show. I finally decided to stop and ask someone the best way I told them that I'm trying to get home. I told them about getting caught in that apartment complex. One woman suggested she walk with me a little bit. She took me to this amusement park. They have a ride here. If you just get on this ride and stay on it to the end you'll almost be where you want to go. It was kind of like an alligator ride on water. You just grabbed one that had yellow on it. They were floating on the water and they had a pole coming up the middle to hold on to as you stood on it and floated along the river. During the ride people would get off at various points along the way. But the woman had told me to stay on it until the end and the man who was charge of the ride nodded yes to indicate that was fine with him. As soon as one with yellow came by she pulled it close enough that I could step onto it. I thanked her and nodded to him to indicate a thank you. I stayed on it to the end and so did he. Then there were four or five men, kind of young men, who agreed to take me the rest of the way. I don't know if it was in a car or not. I don't know why I would let them or why they went with me the rest of the way. When we got to my house there were a lot of people there. One of the five men was from another country or spoke a foreign language. I think he was just visiting the U.S. I wasn't able to communicate with him very well. He wanted to wash his hands so he was in the bathroom but he kept grabbing the wrong things. He grabbed a bottle of lotion and I said, No. That's lotion. Then I realized that he couldn't understand me. So I physically showed him. I squirted some soap onto my hands and then washed my hands. He then picked up the soap bottle and it just came out on his hands. I said, Here now rub them together. Again, I realized he couldn't understand me so I was showing him by action. Then there were these other two men. One was dark-skinned, maybe just a dark tan. I think he was American. The other was a pretty average looking man. They were saying they didn't want to leave and were very subtly flirting with me. Nothing crude or offensive. They were laying on my bed. I climbed up on my bed. I gave a very light kiss on the cheek to the one with the dark skin. I thanked him for helping me. They both got up and said they really had to go. The dark-skinned man left the room but the other one stayed behind. He was chewing on a straw. I kept pulling it out of his mouth, kind of jokingly but it was annoying to me. The last time I pulled it out of his mouth I gave him a kiss on the lips and thanked him for helping me. There was obviously some attraction there. Because after the first light kiss to just say thank you, then we kissed again and that one was a bit longer. I could tell he was very attracted to me. It was mutual. We both knew he had to go because his friends were waiting for him. We started walking out. We stopped again in a little hallway. This wasn't my waking life home. We stopped in this little hallway and kissed again. He said, I want to make love to you so badly. I just smiled at him. We walked out into the main part of the house. BJ and Bill F are both there. There are others but I don't remember who. Now it isn't my home. BJ was waiting for those men to take me home because they were also going to stop by a drugstore so I could get some corn pads for her. As we were getting ready to leave I asked her how she was going to get them. I asked her if she was going to give me time to get home and then come and meet me there and then come back here or were you hoping that I would come back here. She just looked at me with a half smile and I knew she wanted me to come back and I did not want to come back. For whatever reason I was really tired and I just wanted to go home. Then I said, I know. Bill F you have a vehicle here right? He said he did. So I asked BJ why she didn't just ask him to run him to the drugstore that is very close by and you can get what you need.",elizabeth.tsv,(2003-09-02),0.14114165,-0.31762627,-0.19560862,0.009829565
679,"This dream seemed to be about redecorating two rooms in two separate houses belonging to twins in their early twenties. They both owned a dog that came from the same litter. They wanted the rooms done exactly the same because of the dogs being so much the same. I don't know if these can be twins. There was some problem that they kept running into or that the decorator kept running into over and over. There was a man that looked like this man named ""Ziggy"" that was on a decorating show that I saw in waking life. He came and made some kind of large donation to a charitable organization. Someone else did the same. There was also something about two or three flowers stands like I have on my front porch in waking life. I think this was going on in or around the garage.",elizabeth.tsv,(2003-10-02),0.30283785,-0.19756725,-0.012980705,-0.25346422
725,"My husband was planning to murder me. The first time I had the dream I let the whole thing play out and he was successful and it was a very frightening dream. I had escaped. I had managed to get out of the house without his knowledge. I was on the road for quite some time and then he found me, took me home, and tortured me for awhile. I escaped again. That time when he found me he killed me.",elizabeth.tsv,(2003-11-24),0.47589546,-0.24611384,0.107088715,0.08590289
726,"The same as earlier in the night, my husband trying to murder me, yet slightly different throughout.",elizabeth.tsv,(2003-11-24),0.14938293,-0.042130526,-0.29024738,0.16966479
730,"There were three couples and I have no idea who they were. One of the couples was engaged. The other couple was about to become engaged. By the end of the dream all three couples were engaged. For either one or two of the couples there was some suspicion, I think from the woman, that her mate was either not truly committed to their relationship or maybe he was seeing being unfaithful. That may be why they became engaged - so he/they could prove to their partners that they were committed.",elizabeth.tsv,(2003-11-27),0.39256045,-0.009142147,0.09490439,-0.22016676
747,"I went Christmas shopping. The weather was pretty bad. It was snowing with low visibility. I thought it was a good day to go shopping because not too many people would be out. I was also getting my car worked on. I went to Glenview Mall. I was looking for a ramp that you drive down to get to a certain parking area or certain stores - I'm not sure which. It's not like this in waking life. While I was out I ran into somebody I knew. It seems that maybe it was Margaret L but it didn't look like her. It was a rather thin woman with black hair. I knew her in the dream and it seems that I knew her in waking life but I'm not sure. I talked to her outside, sitting in separate cars. I guess we pulled up next to each other from opposite directions so both driver sides of the cars were next to each other. I think I realized that there was more than one ramp to use for what I was looking for. It seemed that more than once that I was driving looking for that ramp. I also at one point saw Jody S and Jason S S, I know Jason S S for sure. He was one of the people I was shopping for. I asked him about his shirt size. He said 18 neck. He said 18 and a half sleeve too but he said I didn't have to worry about that because that's hard to find. I told him if he gets more than one flannel shirt or more than one (maybe colored Tees) that it wouldn't be a big deal because he can always use more than one. Then I said, Right? He smiled and said yes.",elizabeth.tsv,(2003-12-14),0.025482414,-0.20931229,-0.26523077,-0.17705949
763,"I and some family members were standing outside a home. I was standing outside a car. I think Aunt P and Aunt H were in the car. Someone was shooting at me. I think there may have been other family members in the car as well. I think later in the same dream we were in the house. Maybe it was a Harris reunion. A lot of people were spending the night. I'm not sure where we were. I think we were at my house. Alan K and Jean K were going to share my bed. Jean K was going to sleep in the middle. At one point I woke up in the dream and - that was when I woke up from this dream where someone had been shooting at me. When I woke up Jean K was awake. I said something to her. She was telling me that she had just had a dream in which either someone was shooting at me or she was shooting at me. I said, Oh. You've got to be kidding. I just had a dream that you were in that someone was shooting at me and that Aunt P and Aunt H were in the car I think. There was also something about Linda W and Dick W but I don't know what. We were going back to sleep but now Alan K was sleeping in the middle instead of Jean K. I was trying to get comfortable. They had moved so that I was right on the edge of the bed. I moved as much as I could but finally told them that I was about to fall off the edge of the bed. Jean K said to Alan K, Alan K. She's about to fall off the edge of the bed. But they didn't move. I tried to push against them to get them to move but they still wouldn't. I think Jean K got up now. I pushed against Alan K again and said, You have got to move over! I think he finally did move over. Then Larry K came in. He was alone. He was talking to us a little bit. He took his shirt off and was going to get in bed with us. I said, Oh no. I am not sleeping between the two of you. I'll get squished. Larry still got in bed on the other side of me. I said, I guess I'll sleep on top of the two of you because I'm not sleeping between you. So I was lying kind of on top of the two of them. They were both lying on their left sides. I think I was mostly lying on Larry K's back. I was noticing how much hair they both had on their backs. I usually think that is kind of gross but for some reason theirs didn't bother me that much. Maybe because it was lighter or not that thick. It was kind of curly. There was something about when Jean K told me she had that dream about it being the third time.",elizabeth.tsv,(2004-01-11),0.28356323,-0.3706303,-0.025055446,-0.1680305
765,"Matthew and I were living in the condo. He seemed to be his current age yet he also seemed to be living at home rather than away at college. I was sleeping upstairs in the loft. I was frightened but I'm not sure why. Then I heard this loud noise downstairs. I got up the courage to go the railing. I leaned over the railing a bit and tried to call out for Darren. I thought to myself that this was typical of a dream - that I wanted to call out when frightened but couldn't. After a couple of tries I was finally able to say, Darren, is that you? He answered and said that it was. I went downstairs and said something to him about scaring me like that, especially when I was already scared. Now I was sleeping downstairs on a sofa. I got up to use the bathroom. There was a half bath on the first floor under the loft. I opened the door and saw how close the toilet was to the door. The toilet and the sink were sitting side-by-side and the front edge of the toilet was just inches from the bathroom door. I said I had forgotten how tight the space was in the bathroom and decided to go upstairs and use that bathroom. I went through the master bedroom to go into that bathroom. While I was using it Matthew came in the other door and got something and left again. He noticed I was in there but didn't seem to notice that I was using the toilet. He came in again and this time I had something to him like, ahem, Matthew? Some privacy here? He just kind of half-grinned, apologized, and left. After I was done using the toilet I went out into the master bedroom again. It was full of Darren's stuff. It seems that he stayed there occasionally and I was allowing him to have that bedroom as his for the times when he stayed there. Maybe it was to somewhat compensate for my ending our marriage. I was looking at the mess though. His bed was unmade. He had boxes and piles of clothes and stuff everywhere. You could hardly walk in there. I noticed that he still had the dresser from the bedroom set we bought when we got married. But then I realized that he had several low and tall dressers in there. I was thinking that I was going to switch with him and take the master bedroom back. I was wondering if I could get Matthew to help with that move sometime soon. It seemed ridiculous for him to have the master bedroom when he is only there now and then and for me to be sleeping on a sofa downstairs when I live there. I wasn't sure how Darren was going to take it.",elizabeth.tsv,(2004-01-13),0.05648881,-0.381736,-0.31087548,-0.035426516
767,"I was on a trip related to SDI. I was rooming with a woman much younger than I. One morning she woke me up sitting on the floor next to my side of the bed. She was making unwelcome sexual advances. I wanted to be kind in how I handled it but yet wanted her to be very clear that this was unwelcome. I was lying on my back and she her head was resting on top of me, and one arm kind of draped across me, from my left side. I was going to try to move a bit to my left and place my right hand on her hair, hoping to indicate more gentleness as I spoke to her but found myself unable to move - as happens sometimes in dreams. Because I was not responding to her she climbed up onto the bed and lay on top of me, but she was on her side, in a fetal position, and kind of perpendicular to me. I then was able to move my arms and I cradled her while I told her that I was not interested in this type of relationship with her and that it made me very uncomfortable. I later called the BE Retreat Center to speak with Sister Rachel about withdrawing from the program and this was one of the reasons why. I am at the BE Retreat Center and trying to get in to talk with Sister Rachel about this. When I do get in to see her and begin to explain why I am there she said, You want to talk to me about this? She then said something about the fact that while she is getting settled in her new position members of the SDI are to speak with a Sister Roseanne about such matters. For some reason I thought she was going to tell me that I needed to talk to Sister Betty. I didn't know who Sister Roseanne was but felt strongly enough that I needed to speak with someone that I decided to go ahead and speak with her about it. It seems that I did go in and speak with her but I can't recall any of that now.",elizabeth.tsv,(2004-01-14),0.094078146,-0.3623937,-0.2826343,-0.25250646
786,"I started flying and thought, here I am flying again and Ben D thinks I fly in my dreams to overcome an obstacle or to escape. It feels like I am in a hurry to get home so I decided to fly over these buildings because it would be faster than walking all the way around them. I was trying to get home. It was dark. I was talking to someone about life insurance and some dream thought about a waking life dream conversation. I was thinking in the dream that this wasn't the same at all.",elizabeth.tsv,(2004-02-11),0.4566597,-0.23517394,0.08335051,-0.2287532
791,"BJ, Matthew and some of his friends, and myself were all spending the night at my birth home. At first we were all going to be sleeping in the same room, what used to be the boys room. We had one large bed and someone had pulled chairs up alongside the bed so one more person could sleep across the chairs. The people who had been in what used to be the girls room were leaving so I was going to go sleep in there. BJ came in and was going to sleep in there as well.",elizabeth.tsv,(2004-02-15),0.14819364,-0.024612015,-0.16322047,0.124428466
809,"This was something about SDI. There was a number of us involved in a discussion, sitting in a circle as we do in small group. My parents were there and I had been sharing something and Mother looked at Sister Rachel and asked if it would be okay if she asked a question of me. Sister Rachel and I answered simultaneously however I said no and she said yes. As soon as I heard her say yes I became very upset because she had promised me before they joined us that they would not be allowed to ask questions or give input. I was feeling very upset by that. There was another part of the dream where we were working on some kind of activity or exercise. We had these books, three of them seemed to be art related books. The other three I don't know what they were. I don't know what we were doing with them. It looked like we were now in a kind of cafeteria or classroom. The tables were the typical six foot rectangular tables with two chairs at each one. We were working at those tables. My classmate Rachel I was there.",elizabeth.tsv,(2004-03-10),0.020189589,-0.20153114,-0.22777192,-0.3162494
