n,dream,source_filename,date,pca1,pca2,q_pca1,q_pca2,cluster
1961-009,"#1961-009 (5/12/61) I am not yet married: Frank comes to stay over night at our house; my parents arrived unexpectedly, and my mother sees him in the room and orders him to leave. I am scared at first but then answer: ""Yes he stayed over night."" Then she inquires if we're getting married, but I say I want to wait. ""I want a normal life"" - not uncertainty or RR. He asked me to get married, but I said ""just because you spent the night here is not reason enough."" Good feeling with M.",emma.tsv,(5/12/61),0.030507863,-0.009337008,0.12666346,-0.19681937,3
1961-010,"#1961-010 (5/15/61) Frank swims across lake with a small duck: then he floats through drain pipe, but emerges O.K. Then he swims on and gets flushed down an open vent I fear him drowned. I look for an official, find him, very worried; also lose a Kotex with blood on it. Then I find Frank emerging wet and smiling. Meet at his parents' home at other side of the lake.",emma.tsv,(5/15/61),0.1475932,-0.06751922,0.0608155,-0.30809602,3
1961-012,#1961-012 (5/30/61) I try to go over Niagara Falls in a canoe: dangerous canoe journey: Frank gives me advice on how to go the SAFE course. also less adventuresome.,emma.tsv,(5/30/61),0.08842183,-0.12376258,-0.06856447,-0.1551662,3
1961-013,"#1961-013 (6/13/61) A service at the Synagogue and afterwards we get pretzels, from the pretzel man. I think this is like the Greek Orthodox where we get bread.",emma.tsv,(6/13/61),0.19685093,-0.32491526,-0.07913827,-0.1598358,3
1961-014,"#1961-014 (7/7/61) Father Andrew is making preparations for a funeral service: rattling boxes etc. He asks me if would help him make 20 cards, heart shapes with name and date engraved; I sit down and we start talking. Marissa, his wife, is looking very stern; she comes up and asks why I hate her. I say ""I am shy"" and ""I wanted Nevena and Wendy to be friends. I hoped we could all go on a picnic together She runs to ask Father Andrew (now in ordinary clothes) and they kiss and whisper happily, like kids. And it is arranged!",emma.tsv,(7/7/61),0.19795328,-0.10437299,0.266389,-0.15918055,3
1961-015,"#1961-015 (7/20/61) I am teaching something; long and slow progress. I am fairly content at home. Rhoda and others at the house: Rhoda says (in answer to our wanting to rent a room) ""You'd get all those people who want to bury themselves living at your house... all the derelicts etc. people who have nothing else to do. She laughs. I point to pink blossom on tree: hopefully. Someone says: The tree has cancer,"" but I don't believe it.",emma.tsv,(7/20/61),0.09796065,-0.1349131,-0.04135877,-0.11050529,3
1961-017,"#1961-017 (7/61) In Church: Father Andrew is late and misses cues; he is interrupted by fire engines: I watch fireman race to top of building: smoke rises... then I return to Church and look down to see Frank, Anastasia, Grandma & Grandpa kneeling: grandma arrived in M. City looking well: shiny eyes. Father Andrew says ""You don't have to kneel now, but you can kneel upstairs on wooden floor. Then I rush to get ready for the Smorgasbord. I see women setting tables.",emma.tsv,(7/61),0.07454267,-0.19517854,0.06890279,-0.26300633,3
1961-018,"#1961-018 (8/8/61) Huge feast at my house: see Lucinda and her mother; Mrs. FDR; Hillary, Pat, John B. etc. Pat is a great help; we have steak and potato salad 2 kinds of dessert; all done while I am asleep. Fight with Frank: about leaving, but he returns; everyone is happy, except Hillary, who is to fly back to her mother the following Sunday; she says But I can't go to two picnics.""",emma.tsv,(8/8/61),0.2060234,-0.20650806,0.044082515,-0.1502108,3
1961-019,#1961-019 (8/29/61) With Father Andrew: assisting him with preparations; talk about evil influences on people vs. good influences on people; then switch to scene of wrecking of a Church see stones fall: then CROSS from altar falls but does not break: instead gold rays appear and begin to glow People fall on their knees to worship Him: a true miracle!,emma.tsv,(8/29/61),0.256746,-0.090919495,0.087086976,-0.25681582,3
1961-020,"#1961-020 (1961) Father Andrew comes to talk about Confession paper: at our house. Julia's kids are there; I walk over and say to her: ""You just got to take better care of your children."" Father Andrew smiles as he hides his head from view. I say ""It's not very Christian, I am afraid, but that is what I have been wanting to tell her for a long time."" Restaurant: Father Andrew wears a stunning coat and hat, like a chic woman! Then he is again Father Andrew, only wearing white slacks and shirt. Frank and Sibley and pacifists come in: we have a discussion about pacifism. I am impatient about wanting to talk; finally we get a chance to talk about (with Father Andrew).",emma.tsv,-1961,0.13679278,-0.19349177,0.17695035,-0.1574587,3
1961-021,"#1961-021 (1961) Meet handsome man, gray at temples, at a resort on a Sunday at an improvised Greek Orthodox service. He puts his arm around my shoulder ""How old are you?"" ""32"" he says. ""You can have yourself a man for the summer, but then I must marry an Austrian."" ""I am Austrian too"" I say. ""I have been married, but I am free on Sundays."" We walk home together; he is very excited; we go to bed right away; have good sex; at the end I go to the bathroom for douche; almost too matter-of-fact. I think to myself ""With Frank I have good sex too."" ""What I want is companionship.""",emma.tsv,-1961,0.15898909,-0.2377651,0.1931239,-0.32633603,3
1961-022,"#1961-022 (9/2/61) With Father Andrew & Donna in town: great big fire; tremendous screaming ""Lord save us."" The fire destroys huge section of the town, but we remain safe outside the fire. For a while it looked like cathedral was on fire too, but it was saved on time. Father Andrew is calm and he looks older and wears steel-rimmed glasses. He says You are too impetuous"" We go to a restaurant and eat ice cream together. -- With Frank on a lake that is frozen we ski around on the ice; it is just barely thick enough; Frank cracks through in a shallow place and wades upstream. --At the Palmer's: reading movie column; feel removed, not part of group.",emma.tsv,(9/2/61),0.1626988,-0.015425652,0.16362093,-0.28824577,3
1961-023,"#1961-023 (9/9/61) Trip with Father Andrew and Frank and friends and people from Church; see Nevena and Marissa get ready; then At Father Andrew's house notice a violin stand and music and a Bible: I say to Phil (Jonathan's friend) ""Father Andrew also plays the violin."" Then somehow Frank and his friends ""get lost;"" later see them again in open car, laughing. I look for children in big building near the sea; they are lost, crying. I go swimming with them -- in the water, I see shimmering and reflection of sun in the water -- a metal sphere with small metal pieces... show it to Wendy; then suddenly the sun disappears and it is dark: I hear Father Andrew give a lecture in French. I go upstairs...",emma.tsv,(9/9/61),0.18344049,-0.046265543,0.11687774,-0.28811437,3
1961-024,"#1961-024 (9/13/61) Two large purple & white baskets arrive from Israel; We are lowered into ground: read scriptures; see ocean swell, like tidal wave; water rushes in over everything; Then I go closer to see and it fizzles out; then walk with ""long lost boy friend"" -- D.H. or J.L. very happy. We talk about Van Gogh drive home with his parents and his father fondles my knee.",emma.tsv,(9/13/61),0.17283912,-0.065996215,-0.036263492,-0.2608046,3
1961-025,"#1961-025 (9/25/61) Smorgasbord at Church. Donna & Frank up front - very eager for food and ""best places""... My turn comes to serve, but I find myself involved in buying a coat for Wendy. Father Andrew comes up to look for me, somewhat impatient: ""I want to see your face"" ""I'm coming father"" but I am embarrassed.",emma.tsv,(9/25/61),0.08348265,-0.24991219,0.01572604,-0.20617846,3
1961-026,"#1961-026 (9/30/61) During and after a war, fleeing from enemy near the mountains and seaside; I get away by running downhill through the woods; come to a hideout: I change identity: advice great care: pull down shades & close doors; caretakers to buy food in small quantities cut off from world. After what seems like years, I emerge, when I see Donna. I allow her to recognize me (we are suddenly in a busy city street). She accepts me: she tells me I was gone only 1 week. I come home and see neighbors painting their house blue.",emma.tsv,(9/30/61),0.093007594,-0.021499008,0.026266932,-0.23992367,3
1961-028,"#1961-028 (10/4/61) Working for Dr. Ashh and Frank is impatient: he shouts at me when we get ready to cue up for supper; he runs off and leaves with mean words. I get so mad I pick up Dr. Ash's RR lantern and smash it to bits!! Then run off and get in line and meet Nevena Camden and Father Andrew and Marissa Camden. Suddenly we are in Paris in a small French car; we look in at a mad scene at a RR station and newspaper kiosk. An American girl comes in and only wants ""funnies""; then back to waiting in line. I tell Father Andrew about smashing the RR lantern. Then Frank and I ride away in a small car.",emma.tsv,(10/4/61),0.12957108,-0.045126885,0.1730621,-0.18784271,3
1961-029,"#1961-029 (10/8/61) Hank H. lives next door and I am baby-sitting a lot of kids lots of coming and goings; I am tired and lonesome; See Hank H. arrive, swinging his briefcase; jolly; wearing a silly T-shirt; I catch his eye as he walks up to his house; first light talk, then sitting back next to him on the floor; our eyes meet: his hands touch my bread...",emma.tsv,(10/8/61),0.15405509,-0.2214188,0.022583637,-0.20819683,3
1961-030,"#1961-030 (10/14/61) With Don & Greta: we drive alone to some other town (Grantsburg?) return, Greta ""martyred"" with kids has to eat alone etc. Don always off somewhere else. We talk about infinite divisibility of matter: ""always one more possible.""",emma.tsv,(10/14/61),0.21966524,-0.16858011,0.13750793,-0.23970267,3
1961-031,#1961-031 (8/26/61) Frank in prisoner's camp: comes out and finds car full of shit: large turds. He takes them out with his hands. I am mad at him for filling the car full of shit.,emma.tsv,(8/26/61),0.11769402,-0.19182257,0.033230815,-0.25435793,3
1961-032,"#1961-032 (8/19/61) Long ceremony at Church: Father Andrew is getting married and ""rehearses"" ceremonies with me: 3 types of ceremonies. Many luscious cakes, ornaments and music. During the last ceremony he embraces me. Also see another Fr. there, with white hair: I go to Church every day, only to have to leave for Texas before the final celebration. See lots of children and priests praying and bowing.",emma.tsv,(8/19/61),0.25782943,-0.26272047,0.14671911,-0.20499949,3
1961-033,"#1961-033 (11/6/61) Driving back home with Father Andrew and Marissa Camden very close together: As I get ready to leave, Marissa kisses me. Father Andrew says ""Emma kiss me."" I kiss his cheek, and then he leans over and I gently kiss his lips and then get out and go home.",emma.tsv,(11/6/61),0.26029274,-0.08225228,0.33649775,-0.036341712,3
1961-034,"#1961-034 (12/12/61) At Church: Father Andrew on his hands and knees, before a blackboard, helping a girl with her algebra. I want to borrow a record player, but he says ""No,"" they might be needing it. OK... Then my knees buckle and I fall down; I laugh, I pick myself up!! At the Office: overlooking Mississippi river: beautiful view: watch barges go through narrow place: one esp. goes fast. Then Father Andrew goes for lunch with men to a cave; I stay behind. Then I see Ukrainian birthday celebration from the window: children, horses, wagons, singing. Marissa Camden & Nevena there; sudden thunder storm and they take shelter at Morris & Christie's. I go over and talk to Zig about getting good ginger ale and 7-up. Then walk over to Marissa Camden who is walking out with another woman; we sit and drink coffee and they gossip. I feel quite different, and they seem strange and old.",emma.tsv,(12/12/61),0.09024428,-0.03534642,0.22043651,-0.14458925,3
1961-035,#1961-035 (12/16/61) Father Andrew blesses me 3 times!! on the forehead and shaking my hand. He is wearing white robes and it is a special service. I am given some great duties to bear.,emma.tsv,(12/16/61),0.2614681,-0.26010647,0.011730711,-0.18592957,3
1961-036,"#1961-036 (12/22/61) I see JESUS in ""heaven"" and he shows me His hands: no nail marks not yet crucified. Very strange feeling. In Church: many people, basins of water: everyone washing feet: see my mother: she is thinking of joining the Church. Fr. Kiffmeyer is driving her home and will help and guide her.",emma.tsv,(12/22/61),0.13619201,-0.16314055,-0.10351603,-0.22245385,3
1962-001,"#1962-001 (1/11/62) Father Andrew saying liturgy at Newman Club and explaining to Catholic boy the diff. with orthodox of ""Confiteor"" - all kneeled and he had to kneel too; also ""mea culpa"" was incorporated, but otherwise Greek liturgy remained. Also remember getting my hands v. dirty and washing them and see Father Andrew smile at me.",emma.tsv,(1/11/62),0.2450988,-0.30825716,0.10540251,-0.15518652,3
1962-003,"#1962-003 (1/24/62) Frank takes us and children to Presbyterian Church. Big fuss but then they discover I belong to Greek Orthodox Church. I admit we belong, but hesitate to ask if Frank would prefer P., but he doesn't answer! Return to St. Mary's with children and then on long trip in trolley. Don't know where it is taking us - I lose a valuable card with some writing on it. -- dream of Vienna with Frank - see all the old streets, houses, hills, theaters, etc. tell Frank about it.",emma.tsv,(1/24/62),0.1748443,-0.15005732,0.10085516,-0.23115781,3
1962-004,"#1962-004 (1/27/62) I am Father Andrew's assistant: help get candles ready; arrange for banquets, etc. Very happy, real fulfillment.",emma.tsv,(1/27/62),0.2132394,-0.30346814,0.096098065,-0.16151898,3
1962-005,"#1962-005 (2/1/62) About Marissa: [can't make out this name] - at her home; spend the day with the children. See a piano bench that is just like ours, only new and slightly different shape. Then she has a nose bleed or hurting in nose. I comfort her. - Then many people and a raffle. I win a Paris gown, + a bathing dress - excited. - Then children come. I see Frank walking by from RR. He gives them chocolate - children are happy.",emma.tsv,(2/1/62),0.2613613,-0.14553547,0.2624603,-0.14782311,3
1962-006,"#1962-006 (2/12/62) I come to Service early. See Father Andrew in lobby, standing - wearing red robe (he wore at my confirmation). I go into Church for service, but halfway through (or afterwards) consult him about dental work. - With my mother and my grandmother, very beautiful. Then he said it would cost 6 or 7 marks.",emma.tsv,(2/12/62),0.19821198,-0.35273084,-0.14912459,-0.00758901,3
1962-007,#1962-007 (2/22/62) Father Andrew & Marissa in boat: Go for cruise; get lost and are injured. Very sad - finally rescued. See Father Andrew with chin bruise and tell him to be careful. Later tell his Dr. about being sick every nite.,emma.tsv,(2/22/62),0.19396365,-0.12816468,0.19478245,-0.14187756,3
1962-008,#1962-008 (2/28/62) Blast off Dan and Marita into space in brown-zippered capsule; I know it is likely to disintegrate and it does; report that they were disintegrated and badly cut by glass; it does not phase us. I have dinner with Mrs. Forchas.,emma.tsv,(2/28/62),0.1554607,-0.18674594,0.053650446,-0.10088459,0
1962-009,"#1962-009 (3/62) Big new room in a new house: with people from office or Church; View over the ocean and city, v. beautiful sunset -- see view and crucifix illuminated. Ride over frozen sea: scared, but exciting.",emma.tsv,(3/62),0.12068971,-0.11700457,-0.016947549,-0.3433634,3
1962-010,"#1962-010 (3/4/62) I steal a coat jacket and hat when I go to meet Frank, at RR. It turns out that it matches his shirt exactly in pattern and color.",emma.tsv,(3/4/62),0.17589943,-0.24570855,0.09621961,-0.23457803,3
1962-012,"#1962-012 (4/6/62) At Father Andrew's house: a party: He looks different; has strange little ear deformity; he seems very compulsive. I stay on longer to take home a baby crib; he shows me his room; Fr. James is there too; I help him sweep his room I sweep up empty sheik box, and he helps me with tax forms; he is very compulsive about dates; earlier talk about me being such a good Latin scholar.",emma.tsv,(4/6/62),0.15311202,-0.22295675,0.170784,-0.16391881,3
1962-013,#1962-013 (4/8/62) About 3 MILLION PEOPLE (mostly children) COMING TO THE EASTER SERVICES: we fall on our knees and pray: HAIL MARY.,emma.tsv,(4/8/62),0.22774415,-0.25062364,-0.024152273,-0.21499689,3
1962-015,"#1962-015 (5/25/62) Frank and Jonathan are sitting in the front room: Frank is correcting blue books and they talk animatedly together, but he does not talk to me... ignores me, so I blow up and get terribly angry at him: ""I am mad,"" I say, but they are silent; then they laugh about me as I go out of the room, but I eavesdrop behind the door: I see that they are laughing; I am on my hands and knees as I awaken.",emma.tsv,(5/25/62),0.03563925,-0.16270062,0.13821831,-0.18317877,3
1962-016,"#1962-016 (5/26/62) Father Andrew calls me on the telephone to apologize for talk ""yesterday"" and explains why he was preoccupied; then asks if I want to re-open the conversation, but I say ""We are getting along fine,"" and then he tells me of his problems; and I say ""I understand, Father, and see a new role for me, that indeed we must bear one another's burdens!",emma.tsv,(5/26/62),0.2260783,-0.20892778,0.20756315,-0.11545586,3
1962-019,"#1962-019 (7/15/62) Every time I go to work for Dr. Tilden there is a birthday party at the office; I see tables set and decorated; I go up with Reynaldo and wear a trimmed fur coat; then I hear Dr. Tilden will give me a patented ""baby gimmick"" which I can loan out and use to make money; very happy.",emma.tsv,(7/15/62),0.23578522,-0.28071427,0.027779765,-0.06678104,3
1962-020,"#1962-020 (7/28/62) I am very tired; sitting on the couch; Father Andrew in bed behind me: lifts me and raises me with his legs, puts on a robe, and asks for water; I get specially blessed coffee 3 times.... Father Andrew holds my hands and walks with me to other room: talk about Lent and repentance; asks if I have mourned Mother and Father dead; ""Oh I forgot""; I take his head in my arms and he says ""but you cannot remember everything!"" Then he asks me to go shopping with them on Monday.",emma.tsv,(7/28/62),0.11634377,-0.080834,0.08102219,-0.13168353,3
1962-021,"#1962-021 (4/22/62) Frank and I have a picnic; we fight; he goes off up the mountain and talk to other men: I try to force him and pull him back; but don't succeed; I let him go and later, after a few hours, walk up to him and talk to him sternly, and he comes down and joins us, very slowly.",emma.tsv,(4/22/62),0.051820252,-0.14358875,0.10659161,-0.28245583,3
1962-022,"#1962-022 (8/1/62) About Lucca della Robbia.... After delivery of baby: 1. something about ""absolute incompetence"" 2. card house - lost in corridors 3. falling down and fainting: in bar with Ved and kids; baby falls off, but not hurt. 4. Three square tables taken to Church; for sale @ $5.98. I say to Father Andrew ""I'll write a check for the Church and take the tables back home."" We are all outside, see a mechanical man come home down on overhead rope....",emma.tsv,(8/1/62),0.05006472,-0.20073147,-0.02086499,-0.16964312,3
1962-023,"#1962-023 (8/2/62) John is unable to come to visit me in the hospital because of some other woman; I yell at him: ""This is absolute incompetence.""",emma.tsv,(8/2/62),0.08265984,-0.14968596,0.09462517,-0.21600007,3
1962-025,"#1962-025 (9/2/62) Frank is playing with his penis near baby's mouth; I say ""Be careful, you will get it in her mouth.""",emma.tsv,(9/2/62),0.13884358,-0.20315063,0.21233745,-0.3013138,3
1962-026,"#1962-026 (9/2/62) See Father Andrew outside my house: I have been working on some kind of special altar. I remember pinning up a blue gown: I see him and extend my left hand to him and put my head on his shoulder. He comforts me and smiles and says: ""I got Wendy's card, it was charming""... I say ""I am sick with emotions."" We laugh and I feel better.",emma.tsv,(9/2/62),0.19399324,-0.14083175,0.12802647,-0.22152023,3
1962-027,"#1962-027 (9/22/62) Father Andrew comes to visit wearing a black cowl plus black frock: he is on a bicycle: ""I have noticed Reynaldo. He dances exceptionally well. I want to use him in a performance.""",emma.tsv,(9/22/62),0.23789105,-0.27766782,0.1838871,-0.24534646,3
1962-028,"#1962-028 (9/25/62) Frank and I are in the mountains on a vacation: I FLY ABOVE THE TREES. I see a big tree with a bud as big as a lettuce leaf opening before our eyes; Later: in a village: see a priest say Mass: he has a heart attack and almost dies, but then walks off supported by someone else.",emma.tsv,(9/25/62),0.1229181,-0.07058214,-0.02074493,-0.40040904,3
1962-029,#1962-029 (10/27/62) Dream of mountain climbing with Frank: on a round plateau; see full moon rise above trees.,emma.tsv,(10/27/62),0.22464477,-0.0026750863,0.09766829,-0.2773074,3
1962-030,"#1962-030 (10/31/62) Father Andrew came to the house to show me how to cope with mess in kitchen: He actually pitches in and TAKES MY HAND TO SHOW ME HOW TO WORK WITH LOVE AND THANKSGIVING.****** ""without anger is not enough""! He also remarks before he leaves: ""I must remember to call Mr. Sloan.""",emma.tsv,(10/31/62),0.2516411,-0.2548656,0.19262949,-0.087115094,3
1962-031,"#1962-031 (11/12/62) Bernice (neighbor) comes over: ""I am ashamed for you"" (because you own so little). Reynaldo stays out all night. Marissa Camden visits and baby-sits for me. ""There is so much to see.""",emma.tsv,(11/12/62),0.25074595,-0.19648981,0.2707115,-0.19131391,3
1962-032,"#1962-032 (12/8/62) A clinical report by a doctor on women, incl. me. It showed that I have a solid profile; ""very rare, very great""; Praise from a doctor! Liturgy: see Father Andrew perform a liturgy while Frank and I sit in front row, carving up a sausage. I am ashamed and cover it up. See Marissa Camden and Nevena (her daughter): they are Xmas shopping, while Frank and I ride by in a carriage, very fast.",emma.tsv,(12/8/62),0.07491177,-0.23766203,-0.011305227,-0.19859517,3
1962-033,"#1962-033 (12/18/62) Trip to C. City: I see modern streamlined car driving through beautiful snow-covered mountain scenery, then comes to a bend at the edge of water (lake) at sunset time: I am watching from a very high, small window....",emma.tsv,(12/18/62),0.13059717,-0.21189333,-0.08887686,-0.24608076,0
1962-034,"#1962-034 (12/25/62) (1) Father Andrew see him very clearly; close to his face; he is very friendly. I talk about Donna and Cindy; ""She puts me on a pedestal,"" I say. ""Who?"" ""Oh Donna."" And Cindy? ""She depends on me heavily,"" therefore must talk to you, lean face on his cheek. I go with him and help him in his work.",emma.tsv,(12/25/62),0.18994471,-0.1890139,0.29704547,-0.13558999,3
1962-035,"#1962-035 (12/25/62) (2) With Frank in bathroom: he gives me his present, 3 balls; - hold them in my hands; place them between my legs; Just then people come in to give us some presents; they come with the kids; they have trouble on the stairway; then I have to help them with their buggies; push the buggy through the streets....",emma.tsv,(12/25/62),0.10702519,-0.25516447,-0.040756855,-0.25629607,3
1962-036,#1962-036 I am living in an empty house: go to Church: buy a cross for my neck and also large cross for wall (to hang up).,emma.tsv,,0.055269726,-0.30980572,-0.18967575,-0.24316077,3
1963-001,"#1963-001 (1/3/63) In Austria: in a mountain village; see peasant woman in kitchen and talk to her; she tells me her husband is Mr. Oestler-Mozart. I wait for him and see him in: he limps; he is a very simple farmer; says ""Herr Mozart - Herr Oestler.",emma.tsv,(1/3/63),0.20988609,-0.28444907,0.122199826,-0.28911406,3
1963-002,"#1963-002 (1/29/63) With Father Andrew, Marissa and Frank on a Thanksgiving holiday; I end up washing the dishes: and Father Andrew works on sink to help unplug it, so that the water can flow more freely!",emma.tsv,(1/29/63),0.371682,-0.19583522,0.17226575,-0.108784385,3
1963-003,"#1963-003 (2/8/63) Running out on the ice on a lake: 3 times--third time missing the bridge, almost going too far; call for help. --earlier at a seaside resort: water rising each day until half-way up the rocks...water was clear, and warm and it was sunny.",emma.tsv,(2/8/63),0.10766845,-0.11244583,-0.16063756,-0.16179284,0
1963-004,"#1963-004 (2/13/63) I go to Church in my nightgown: I am desperate. I sit on the floor, but then someone shows me to a seat. --also see a city in the moonlight on the way. --I come home to find Nevena and Paul (Father Andrew's children) at our house; Father Andrew and Marissa have left on a short trip and we are to put them to bed. --Suddenly they are babies--and there is the pacifier routine. When Father Andrew comes to pick them up there is only Nevena; he says to Frank: Hello Agape--and talks to him (Frank) as he sits with his bare feet up on a baby table. Father Andrew has on civilian clothes. --After a while see the Alexanders (friends) and the K.'s (Zena's godparents) and others all dressed up for Church. Roxanne has tears in her eyes, as if going to a funeral. I ask who, but don't recall their answer. See Father Andrew in black funeral vestments. He is coming in the door, smiles and says something about a quick change.",emma.tsv,(2/13/63),0.07263548,-0.05515285,0.21971843,-0.21685506,3
1963-005,"#1963-005 (2/20/63) I am in a closet when I hear that my Father is coming to town; I drive a limousine, with Dad in the backseat. I take over and drive the car very carefully and with difficulty through traffic; I take all the people home till I get to Father Andrew's where Wendy is staying. I will help celebrate Nevena's birthday party. And Dad is left behind. -- Dee Palmer (from Church--but Nevena's grandmother's name = Palmer) I see her trying to get up a steep hill, see her struggling to get a foothold; but can't see if she makes it. At Father Andrew's house: I arrive first, then hear Father arrive through garage downstairs. Hear him say to Nevena: ""Your shoes are in the closet."" Wendy is dressing up in Nevena's clothes: uncertain how to play part.",emma.tsv,(2/20/63),0.094258465,-0.16721931,0.16405529,-0.16768484,3
1963-006,"#1963-006 (3/3/63) On a bus with a baby -- escorted home to get the baby's things; --then baby becomes small and shrivels and is thrown in the fire: burns up. GUILT. Then I go to crib: ""Can't find baby""--only a wet diaper. (Similar to empty tomb of Christ...only a linen cloth.) Uniformed maid is sent to search for baby: ""I have never had the responsibility for a baby"" she says; I feel great regret and wish I could find the baby again; and then there she is, right next to me. Happy! --At home: a teenage party for Wendy (11 years old) I get ready and go to party.",emma.tsv,(3/3/63),0.16954422,-0.054397047,0.06460819,-0.17292559,3
1963-007,"#1963-007 (3/8/63) I arrive in Vienna by train; I am very careful to hold onto my photos--slight confusion--remember walking the length of the train! --Home: we live on top floor of the house: very carefully store food and things; then go a floor below and hear the wind roar: see things smashed, hear roar of wind and see potatoes and fences and things thrown down smashed... scared.",emma.tsv,(3/8/63),0.099866726,-0.014539987,-0.18970644,-0.2442372,3
1963-008,"#1963-008 (3/13/63) I ask Father Andrew if I can have a job helping in summer camp: ""Yes indeed""; he gives me a name. Essentially I am helping others regain their Faith, or to strengthen Faith when it is lagging. I have a meeting with 4 or 5 people: All have a very high opinion of me and what I can do: (One woman unknown; two others known from other areas. Father Andrew and Mrs. Fontaine... old friend)",emma.tsv,(3/13/63),0.084603235,-0.24842502,0.06229339,-0.10168839,3
1963-009,"#1963-009 (3/19/63) Looking back in time: I see myself at age 18 years; on a ski slope--wearing a red sweater--and band--I take my own picture...I explain to Frank how I skied down a slope--walking along the edge of the sea--it is icy and very slippery. I am carrying Zena. She is very heavy. It is a big struggle: I call for Frank's help but he walks ahead and I manage by myself. Then I swim, and talk to Frank about eating in a restaurant with Frank; ""Today is our Tuesday, you know,"" and he finally agrees.",emma.tsv,(3/19/63),0.0668002,-0.14804874,0.08630596,-0.31312147,3
1963-010,"#1963-010 (3/30/63) Father Andrew: I go to him for comfort. ""I am so tired."" I put my head on his chest. He comes close and wants to lie with me. I get excited. He asks me what I think of it. I nod silently. I see his hands raised so that white shirt shows below his black tunic sleeve. I feel great warm glow.",emma.tsv,(3/30/63),0.19958802,-0.11237794,0.17145048,-0.27240372,3
1963-011,"#1963-011 (4/20/63) Take baby (Zena) to Church. Lots of people. Hear Father Andrew preaching and smell incense. I put the car bed down, get candle, kiss icon. I have great trouble getting up! Someone sees me and smiles. I sit down in the middle and listen to the sermon. It is about Africa and primitives. At this moment Father Andrew = female preacher with long hair. I wonder at this. I distinctly see a white band holding hair back. Father Andrew is himself again. We are walking down a street that is brilliantly lit up, with balloons and many people. It is like an Easter parade! He is wearing white-yellow robes and he has an arm about me. As we walk, we talk about how to teach children: ""I am deeply committed to the fact that children do not just learn visually."" I almost shout; he smiles and I remove my arm, but he still holds me, almost upholds me. ""That is why I am in the Church, because when they see you do this--give Communion--then they really learn!"" He agrees and I snuggle in his arm as we walk in perfect joy and peace.",emma.tsv,(4/20/63),0.0037558936,-0.078847125,0.092435636,-0.29979348,3
1963-012,"#1963-012 (5/11/63) Father Andrew visits me at home: I am busy with the children. He talks to me and tells me not to be sad; ""you have a loving Father in Heaven."" Then Father Andrew lies down and falls asleep on our bed. He is covered with a white bedspread. Then he says before he falls asleep and while I am still busy with my children: ""There are days that are seedless days."" And I think of what this means? Father Andrew remains in deep peaceful sleep while I keep working.",emma.tsv,(5/11/63),0.16092506,-0.07300721,0.1377789,-0.24557509,3
1963-013,"#1963-013 (6/2/63) At a large gathering: someone gives me, or I find, a cross--my own, and one for Zena: = bright shiny gold, with crucified Christ figure on it. Very happy.",emma.tsv,(6/2/63),0.2505328,-0.3014169,-0.012875669,-0.24550433,3
1963-014,"#1963-014 (6/2/63) Invited to Father Andrew's for dinner: about 25 people. We watch TV movie. I have brought some buns that drop on the floor--I notice the dust. I pick them up and put them back on the plate. Father Andrew in civilian clothes, sitting on the floor. I sit behind him with my leg just touching his back. I am to eat outside with the children on a square table--chicken dinner--while others are making shish-kebob. We have time to walk by the sea side, see the ocean. Climb down a steep hill, then we hold hands and run as fast as we can along dunes and hills by the sea side. Perfect Joy. Other incidents: He asks about me as a young girl and wants to caress and touch me. Scene in bathroom with telephone near tub with man giving instructions on how to use phone near the tub; hear water rushing from a faucet and try to catch it.",emma.tsv,(6/2/63),0.076951765,-0.09863956,0.1047712,-0.28290677,3
1963-015,"#1963-015 (6/7/63) I am at a lecture at church. Frank comes in late, wearing a red scarf. (It looked like a prayer shawl.) He sits next to Bud and me; it is early spring: view of bright blue sky and new leaves on trees. It is beautiful. But we cannot stay there; we have some car trouble in the garage: oil smell. He tilts car up. I leave and go back to lecture. Also talk to a man on my left, a priest, who listens to what I have to say about coincidences. But he still mostly laughs it off. Boat stranded on Lake Columbus and someone at church rescues it. Sara S. getting out of bed and getting dressed.",emma.tsv,(6/7/63),0.082316115,-0.015401095,0.10588308,-0.3268429,3
1963-016,"#1963-016 (6/7/63) At Father Andrew's house: I watch all they do and become part of their household. Father Andrew and I go out; see landscape--escarpment--very happy. Eventually embrace. But interrupted, and I hide on the porch under a curtain. He asks me to return later; he shows me he likes me by stroking my hair.",emma.tsv,(6/7/63),0.25573874,-0.108146235,0.18515626,-0.18460758,3
1963-017,"#1963-017 (6/28/63) A house with a detachable front side made to imitate the original house, decorated by me!",emma.tsv,(6/28/63),0.23340921,-0.22463088,-0.02254585,-0.17523794,3
1963-018,#1963-018 (7/63) In a boat with Hank H. I have to take a boat back and forth to different places. I am lying on the bottom of the boat and he kisses me and excites me sexually. Interrupted and awaken.,emma.tsv,(7/63),0.13580166,-0.043798447,0.08997259,-0.2826202,3
