n,dream,source_filename,date,pca1,pca2
695,"I had gone into the office. I was kind of dressed up, in a skirt and jacket kind of suit and high-heeled shoes. The office building had a much larger lobby and maybe something like a kiosk or two set up in the lobby. It seemed to be for business people, at the least the first time I walked by them. I had gone into the lobby a second time and stopped and sat down at one of these Kiosk's. I opened a package that we had received in the mail. It had a set of pens and automatic pencils in it that had the CAS name and logo on it. It was from a company that was trying to get us to purchase these. It wasn't a bad set but they were purple and that certainly isn't a color Bill C would purchase. The pens and pencils themselves looked nice enough. Not very impressive. Bill C came out and had one in his hand. The package that he hadn't opened. He said something to me about it and I told him what it was. We were back in the office and there was another employee there named Sally [unknown in waking life] . I walked by Bill C's office and Bill C and Sally were standing there in a kind of casual embrace. He was leaning against the wall. She had her arms around his waist and he had his around her shoulders. Obviously she was shorted than he, as most people are in waking life. They kissed lightly a couple of times. This bothered me a lot. I was thinking about why it bothered me so much. I didn't know if it was because he is a married man, or if I was envious for some reason. I didn't sense that it was a romantic thing between them or a romantic envy on my part. They had become good friends and appreciative of each other through working together and that's all it was. My feelings might have been an envy of that type of relationship - or that he would demonstrate that with her in such a way, even though he may feel the same towards me. I got so upset though that I finally decided to leave for a little while. I went home and changed clothes. Or was about to change into slacks and a more casual top and more casual shoes. When I got ready to leave and go back to the office I found two things in my mailbox. They were things that I had sent out from work but they were returned to me at my home and they were open. I don't remember why they were returned to me. I struggled getting them out of the mailbox and took them into the house. I was looking at why they had been returned. I left and went out to what I thought was my car. I hadn't parked where I normally do. I had parked down further to the left and to the other side. When I got over there I realized it wasn't my car at all and I was looking and couldn't find it. I finally realized that I had parked a couple of streets over. I was in a hurry because I wanted to get back to the office before 4:30, hoping Bill C would still be there when I got there. I thought, Omigosh. If I still have to walk all the way over there to my car I may not make it. My home was different than in waking life. I was looking at this grassy area, kind of like a common area behind my house. I thought that maybe if I cut directly through there I could get to my car quicker. I tried to do that but there were lots of families, especially children, back there playing. It occurred to me that it was Saturday and that Bill C may not be there when I get back anyway. I was still going to try. It occurred to me how unusual it was that I would be dressed up the way I was or even am now to go into the office on a Saturday. I was trying to make my way across this common area, through all of these people. I had to stop a couple of times. I heard someone say, Excuse me ma'am. There was a football headed towards me and they didn't want me to get hit. I went a little further and then there were two moms, one was pitching and the other batting, and the kids were playing the field. They were all within a few feet of each other though. I had to wait. I couldn't get around them. I had to go in between the pitcher and the batter so I had to wait for a break. As soon as there was I ran through. Then I came to a place where there a lot of chain link fences like you would typically see around a sports field. I had to climb up and over fence after fence after fence. I don't know that I ever got to my car or back to the office.",elizabeth.tsv,(2003-10-25),-0.22493276,0.24438922
702,Matthew had gotten a dog for Ashley B. It looked just like Belle. Not full grown but maybe just a few months old. Not a puppy either. Ashley B had just had a baby. We were at home but our home looked different than in it does in waking life. He and a friend left and without asking me just left the dog there with me. There were also seeking permission from the city or something to cut a tree down outside the house for some reason because of the dog. I was upset because I didn't want the tree cut down. But also because they didn't ask me about any of this before he did it. At some point Darren H and Annie H showed up but I'm not sure why. I remember thinking that Annie H looked a lot younger than she does in waking life.,elizabeth.tsv,(2003-11-07),-0.01583647,0.04286282
708,"I was in my home study and doing some cleaning or organizing. It didn't look like my study in waking life. It was much larger and had maybe eight filing cabinets, some two drawer and some four. Some were wider than they were deep. I was thinking about ways that I could rearrange all of these cabinets so I would have more space. The way some of them were sitting now it created a big empty space behind them - they were sitting in an L shape. As I was doing this I kept finding drawers full of office supplies. On some of the two drawer filing cabinets I had plastic file boxes with two or three drawers each, sitting on top. You could see into those as they were clear on the front and side with colored tops and frames. These also had tons of office supplies in them. Matthew came in and I was showing him all of these office supplies that I had. Apparently I had accumulated them because every time I needed something I went out and bought it, buying a few extra to have on hand, and forgetting that I already had some on hand in the study. I told Matthew I thought I was going to box them all up and give them away to an organization in the fall - an organization that collects school supplies for needy children. He thought too this was a good idea. Mother and Daddy came to visit. My home was at the top of a steep hill. It was winter and there was snow and ice on the street and driveway. They were in a van and I saw them come up the hill and then go back down and park at the bottom of the hill. Daddy had a difficult time finding a place that he could safely walk up the hill. I wondered why they didn't park at the top of the hill near my door, but then realized that there were no guest parking spaces there. I did then realize, however, that there were two handicap spaces but they had too much snow piled in them to be able to park there. I went to the office, which in this case almost seemed to be an outdoor office and the woman working there was behind a large glass partition. There was a small window hole in the glass to speak to her through. I asked her if she could have the handicap spaces cleared in the future. A little later I realized she had someone come and clear them right away. I suggested that Mother and Daddy go ahead and move their van into one of the spaces right away. Daddy wanted to walk down the hill so I went with him. Walking down was more dangerous because of the ice and snow. I identified a place along the hill that was shaped somewhat like steps. It had snow on it but it was safer than the icy walkway. So he stepped onto that and began making his way down. We got to a point where he had to step back down onto the walkway. It was a pretty tall step down however. I held out my left hand to help him balance and keep him from falling as he stepped down. I realized this was the hand that had been hurting so much and couldn't support any weight but I went ahead and used it anyway. Back in the house I found a few drawers that had Halloween costumes in them. One had several rubber masks in it. I pulled one out that was purple and lime green. I showed it to Daddy and told him that it matched what he was wearing that day. He had on a one piece something that was purple and lime green. It looked like it could be worn as a Halloween costume though that was not it's intended use. Daddy tried the mask on. I was watching him trying on, I don't know that anyone else was paying attention. It was a tight fit and I was becoming concerned that he was going to suffocate. He was having trouble finding the front of the mask where he could breath through this mouth and nose and see. I realized that the mask had faces on both the front and back. I reached down with my right hand, I think Daddy was sitting at this point, and tried to move it around to help him find the face holes. I got them in the right position but then realized there was a liner on the inside that was out of place and blocking all of the holes. I finally, and gently, slid the mask off of his head. I told him I didn't think it was a good idea for him to borrow that one. He agreed that he did not want to borrow that one but we did find another that he could borrow. I checked with Matthew to be sure he wasn't planning to use any of them between now and the next Halloween, because Halloween had just passed. He said he wouldn't.",elizabeth.tsv,(2003-11-15),-0.21764416,0.21067403
711,I was helping someone organize their office. I had divided all of their paperwork into three piles. One was ready to file. One was trash. The other was things I didn't know what to do with. I had highlighted the boxes or something of the ones I didn't know what to do with.,elizabeth.tsv,(2003-11-16),-0.12942053,0.2666521
715,Mother is in the hospital. She looks different than in waking life. I think several of us children were there but decided that only one of us needed to be there at a time. I was going to stay first. Whoever was the last to leave said if I needed anything that I should call Bev first since she lives the closest. There was also something about getting a wheelchair and taking her outside and something about some other patients.,elizabeth.tsv,(2003-11-17),-0.048445795,0.003113903
716,"I was putting up my outdoor Christmas decorations. The outside of my house looked different than in waking life. As I was starting I either thought or said that I knew exactly how I wanted to do it. Once I got started I said I didn't know how I wanted it. I think I had an extension cord out but no lights. I was trying to figure out where to put the Nativity scene. I didn't want the lights from it to bother any of the neighbors. I was also trying to decide if I wanted it in the front yard where my neighbors might enjoy it most or if I wanted to put it on my patio where I would enjoy it most. It seems that I had left some of the figures standing all year because I pulled them out of the ground. As I was doing that I noticed there were small, white, porcelain angel figurines that had gotten buried in the dirt. There were two or three of them. They had each gotten buried separately but in a row.",elizabeth.tsv,(2003-11-17),-0.09904524,0.14524138
717,"Mother and Daddy were building a new home. The house was an L-shape. The bottom of the L was to the right of the house it came out to the front and that's where the garage was. It had double garage doors, on the left side of the L. You had to pull across the front of the house to pull into the garage. Very odd. I was inside the new part of the house with Brian F, I think. It was framed. I think they were starting to work on the kitchen. I was talking about when they were going to move in. It seems that the new house was on the same property as the current house so they were going to move in one room at a time. As one room was finished they were going to move in to it. So they were moving into the kitchen first. They were using some of the kitchen cabinets from the current house in the new house. Brian F was talking about being excited about moving in. I made the comment that I had no intention of moving in this new house. He was put off by this and didn't understand. I'm not sure why I was so adamant about not moving in this new house.",elizabeth.tsv,(2003-11-18),-0.1927102,0.0006898264
718,"I'm in a warehouse. There are a number of people there working. One of them is Marcia N. Some workers are coming in and asking me and someone else some questions. Marcia N and some of the others are angry because the workers are asking me and because I'm answering them. Now I'm getting upset because I really don't even want to have anything to do with any of it. I'm not guessing on my answers. If I don't know I'm telling them to go ask someone that I know will know the correct answers. Marcia N and these other people are upset because they think we're answering questions that we really don't know the answers too. There is something else about a parade. It might be more than one parade. There are these things, kind of like the large balloons they have in the Thanksgiving Day parade. Only these are made of fabric. I think I may have been responsible for one of them and one of them broke or tore or got damaged and it wasn't my fault. Yet, these employees were blaming me and someone else was defending me and trying to explain that it wasn't really my fault.",elizabeth.tsv,(2003-11-18),-0.33859512,0.073322505
720,I was at BJ's house for some kind of family event. Mike A was going to be attending. She was concerned that she didn't have enough ice. Brian F said he would run to the nearest store and buy some. She said that wouldn't do because Mike doesn't like that kind of ice. Then Brian F suggested we put her ice in a separate bowl for Mike A to use and the rest of us could use the bought ice. She still wasn't sure. I told her that I agree with Brian F. I went with him to buy the ice. There was something else that we had to do while we were getting the ice. It had something to do with a dog named Appleby. I think John S and someone else went with us also. Maybe Bev. We went to this place. It's like Brian F had rented this dog and we were returning it. We were walking down an aisle trying to find Appleby's spot so to speak. They were wooden shelves that had wooden partitions. On the back wall behind the shelf they had their names painted in very decorative lettering with pictures and such. We finally found Appleby's. Brian F laid a credit card there to pay for whatever it was. I thought that was very odd that he was comfortable just laying his credit card there and leaving it. I don't know how or when he was going to get it back. I got out my wallet to see if I had enough cash. It was $16 and I had exactly that. I gave it to Brian F so he could leave that instead of his credit card. Now I'm there alone at the front desk. I was talking to someone. She needed $8.80 plus tax. I only had $8.80 so I called BJ's house to see if someone could come with the rest of the cash that I needed for whatever it was I was doing for them. BJ and Jody S showed up with the rest of the cash. The receipt had fallen on the ground. It had manure on it. No one wanted to pick it up so we were kicking the manure so we could read the receipt. The woman who worked there finally took a couple of swipes at it to knock it into a position where we could finally read it. I told BJ and Jody S that someone was going to need to come back in a couple of days but I don't know why. I don't know what it was we were paying for. We went back to the house. Mike A showed up. I was outside with BJ when he showed up. The three of us went inside. I was observing him. I couldn't believe how different he seemed. BJ thought it was just an act. I wasn't sure. I just kept watching him and wondering if he was sincere or if it was an act or a temporary thing.,elizabeth.tsv,(2003-11-20),-0.2260922,0.1355897
731,"Something about my dissertation. Susan J and Dorothea D were both in my spiritual direction class. I had copied an article for them that I had asked them to read related to my dissertation. I think they were both going to be on my dissertation committee. I had made a copy of the proposal for Dorothea D but forgot to make one for Susan J. I told her I would make the copy and get it to her. I also told them both that if they had changed their mind or do change their mind about being on my committee because of time I certainly would understand. But it seems that maybe each of them were working on their PhD as well. We were talking about all of the technical editing. I said to them that I didn't think they should make themselves crazy about the technical editing of the proposal since we were required to hire a technical editor anyway at $25 an hour. I thought that as we were editing content, layout, and things like that, that we should make any technical corrections that we notice. Other than that we should rely on the technical editor that we are required to hire.",elizabeth.tsv,(2003-11-27),-0.17638366,0.21949431
734,"I was working at the CAS office. Bill C had just hired six or eight women to do clerical and secretarial work. I was concerned about the inherent dangers of growing a company too fast - hiring so many people at once. It seems that there was one woman in charge of all the others but I don't know who it was. They were all eating lunch, at their desks. there was a TV in the lobby and a silver cart with two shelves on wheels. I suggested they put the TV on the cart and move it into the break room so they could have lunch there and watch TV while they eat. I was hoping this would encourage all of them to eat in the break room rather than at their desks. I realized that they may have taken their cue to eat at their desk from me since I always have lunch at my desk. For several reasons I did not feel it was appropriate for them to eat their lunch at their desks - they don't work while they eat, they are hourly workers, we enforce breaks with them, etc. Later I was watering the plants, which I don't do in waking life, and saw that Bill C had put small water fountains in the middle of two of the plants in the lobby. I thought this was very odd and didn't particularly care for it but decided not to say anything as it wasn't that big of a deal. Since none of the water was spilling over into the plants I went ahead and watered them.",elizabeth.tsv,(2003-11-30),-0.18817593,0.17846769
739,"I was working with two people to create some kind of an Excel document in the computer. I think it had three worksheets. All the data we were putting in belonged to one person. The other person was giving us the guidelines - what needed to be in, what categories, the maximum number of entries, etc. I was trying to figure out how to take the data out of other documents and get it into Excel, through importing, cut and paste or some other. There was some confusion about what we were putting in it. There was confusion about how many entries on one. One was a list of names and addresses. The first time we did it, it didn't go in right - like in the correct column. The next time it was either the wrong list or the wrong information. We got all that figured out but saw there were too many entries and needed to cut it back. I think we were going to do a mailing. The person who owned the data was fretting because he didn't think we could cut it back as much as the other person was saying that we needed to. We were going to. We went through and starting deleting entries.",elizabeth.tsv,(2003-12-09),-0.121807724,0.22552943
744,"I was at an SAID conference. Macy F and I were rooming together as usual. The conference was much shorter than usual, maybe only two days. We were talking about this as we were packing and getting ready to leave. We had each only packed one very small suitcase because it was such a short conference. As we were packing we had the door open. Dalton G stopped by the room and said something. I said I was sorry that we hadn't had a chance to chat this time but next time hopefully we would. I continued packing, pulling things out of the closet onto the bed. I kept finding more and more things that belonged to me on the shelf of the closet. Large and unusual items that one would not normally pack for such a trip. The one item was a rather large, empty flowerpot that was stained from prior use. I was beginning to wonder how I had managed to get all of this stuff into this small suitcase. I had put some things inside other things. I also realized that, as usual, I was going home with more things than I had come with. I did have a nylon satchel of sorts that I could use to take extra things home. It didn't have a shoulder strap though. As I was emptying the closet I found a shoulder strap from a previous hotel guest and decided to take it and use it on my bag. There was still a lot of stuff left in the closet that didn't belong to Macy F or me. There was a row of books, CD's, or DVD's. I'm not sure which. Now I am in a car with BJ and Kim H. Kim H is talking about sorting through this row of books or whatever. She is criticizing BJ for not doing it each time she is there. So Kim H said that she did it. I was very irritated by this, partly because of her attitude and partly because of her frequent criticism of others. I told Kim H that I had sorted through that shelf before I left.",elizabeth.tsv,(2003-12-12),-0.24297774,0.10071116
746,"I was working with a group of people on some kind of project. I think it was all women. I have no idea what the project actually was. The best way I can describe it is four large white banners that formed a square, leaving a large opening in the middle. Each section had rectangular pictures or graphics every so many inches. However, there were places that there was supposed to be a graphic and there was not. It was the job of the group to select a graphic for those empty spaces and put one in. We had a number of different options for selecting graphics. I suggested to the group that we choose one of those options and stay with it, as it would help us to be more effective. We could reach group consensus on each graphic more easily and we would be able to accomplish the task on time.",elizabeth.tsv,(2003-12-13),-0.070335105,0.281418
749,"I was giving a dream workshop that involved some type of artwork - drawing. The response was very positive. I had said something about the pen I was using. Afterwards the person who had hired me said she would like to go ahead and get the pens for everyone - I had apparently quoted her to include them but she opted out. I reminded her that she had opted out and as such not paid for them, so the additional fee would be around $1,000. They were about $1 each, personalized, and she needed 1,000. She didn't answer me but I had the sense that she needed to think about it or that she really didn't want to buy them, having been reminded of the price. One of the attendees came up to me afterwards and asked me how I learned to draw. She asked me if I see what I am drawing or if I just see lines. I pointed to an individual as an example and said, I look at her face. I simply look at the lines of her face, such as the lines of her nose, her hair, etc. She asked me if I could recommend some books that would help her get started. I was hesitant to tell her about the books that I used because I had bought them used at the Half Price Books store. I thought I might tell her that my books are very old and were given to me by someone. In my head I was justifying the lie by telling myself they were a gift - from me to me. I don't think I ever answered her however.",elizabeth.tsv,(2003-12-15),-0.047337554,0.038916003
752,"I was working for a company other than CAS. I was working at the computer, using Publisher, creating some kind of booklet. There was a lot of discussion about the overall look and was it the same general look as the other company materials or should it have it's own look or just have some tie in to the company such as the company logo. Someone had also created a graphic. It wasn't created by a professional. We all really liked it and were very impressed about how good it looked for not being done by a professional.",elizabeth.tsv,(2003-12-17),-0.039964788,0.47542888
757,"I had to wear a floor-length black dress. It was kind of a sheer fabric with gold lame' design. I was at a party as either the host or playing some kind of major role there. There was someone that was very envious of the fact that I was wearing this dress. I don't know who it was that was envious. I have a feeling that it was Jennifer F. That would make sense to me that it was her. As I said you could see through the dress. On the gold lame was a t shape. The first one went across the chest. The next one was below that a little smaller. The next one below a little smaller. Then there were three more, the same size as the first three, below that. I was wearing something like a full-length black bra under it. Bev and I were talking about undergarments. I had said something to her about this one and how it made me feel more comfortable in a lot of different clothes and how it gave me a smoother line. Someone else chimed in and a little bit later when Bev and I were alone I told her I had one on under this dress so she could see what I was talking about. She could get a better understanding of what I was talking about.",elizabeth.tsv,(2003-12-24),-0.090806365,0.050817274
758,"I had a pet piglet. I was looking all over the house for her. I finally found her in a plastic jug, shaped like the ones you see on a water cooler, but it was a pinkish tone, but still clear, and much smaller. While I was rushing around in a panic trying to figure out what to do for her and how to get her out I kept wondering how she managed to get in their. She was lying on her side and took up almost the entire space inside the bottle. I thought I would find some kind of heavy-duty scissors and try to cut the bottle away. Then I found someone to help and they suggested we rush her to a vet, which we did. It was still too late. They said by the time I found her she had probably already died.",elizabeth.tsv,(2003-12-26),-0.1447895,0.13929203
759,"I went to some kind of an office or meeting space. I don't know why. But when I got there I realized that there was an all day conference going on and at each meeting time of the day there was only one session being held. I thought that was nice because you didn't have to choose between speakers. Jennifer K was one of the speakers. I had already missed the first couple of sessions because I didn't know this was going on. I wasn't registered so I think I went to find someone to see if I could still register. The building had a very long, very narrow hallway - barely room for more than one person in the hallway at a time. The ceiling was also very low - not much more than 6 feet. The walls and doors were all white and they had signs with very small lettering on each door to say what was going on each room.",elizabeth.tsv,(2003-12-26),-0.06576304,0.22056004
760,"I was on a trip with a bunch of people. Some of them were characters from the TV show Will and Grace - Will, Grace, Karen, and Leo. Will received a phone call that Jack had died. He collapsed to the floor when he got the news. Grace ran up to him to see what was wrong. We thought Karen would probably take it very hard as well. we were in a building with no heat and it was the middle of winter. There was a lot of snow outside. It was almost as though we were in a cabin in the mountains somewhere. A number of people were either ill or becoming ill. Leo went outside and was hiking up this mountain to get this special box that would allow him to heal everyone. Someone else went out also and found it before Leo and brought it inside without telling him. Leo came back and saw what had happened and was very angry with this other guy, telling him that it would be useless to anyone but himself. I was trying to divide up the blankets fairly so everyone would have about the same amount to keep them warm. I gave Karen a sheet and a lighter blanket to make up for others having a heavier blanket.",elizabeth.tsv,(2003-12-26),-0.1378889,0.00995766
761,Using the bathroom.,elizabeth.tsv,(2003-12-28),-0.0005100563,0.25587577
768,"Something about the CAS training manual. Now we are in a facility that had several women's restrooms. They each had several stalls. All of them were out of toilet paper. All of the other women seem to somehow be making do without. But I was unwilling to do that. I knew where they stored the toilet paper so I went and got a roll. At the time I didn't know that all of the stalls were out. I had went into one that was out previously. When I came back and went into another it was out also. I went to the storage room and got another roll and took it back with me. As I was using the toilet I heard a woman in another stall say something about being out of toilet paper and another woman told her she just had to make due. I said, No you don't. I can tell you where they store it.",elizabeth.tsv,(2004-01-14),-0.22324151,0.20228879
769,We were remodeling and/or redecorating living spaces for a number of different people. I say we but I don't know who the people were that were working with me on this. The living spaces we were working on must have been fairly unusual. I don't remember what the houses looked like only the spaces we were working with. We had designed cubes that were completely open on one side. They were just slightly smaller than the size of the room we were working on. These cubes could be lifted with a fork-lift and slid into the room. Rather than accessing through a door the owner would access through the open wall of this cube. It appears that there is no other part of the structure/home around the frame that we slide the cube into. All of the cubes we were doing seemed to be home office spaces. We had designed them all at one time. We designed several different looks based on certain needs. Then we identified which look was best for each person. At one point the content of the cubes was more like text on a page rather than a room layout. We decided that one person would need several cubes because it was simply way too much text for one page and that multiple cubes was not a good option - maybe not an option at all. I came up with the idea of putting the text onto computer files so the person would have easy access. I said this would actually work much better for them than simply laying it out in the cube anyway. This then freed up the cube for one of the room designs we had done and were using for the other people.,elizabeth.tsv,(2004-01-16),-0.15020709,0.071741536
773,I was helping BJ and her organization prepare for a garage sale of sorts. We were having the sale in one of the buildings they own. In part of the building they had very tall warehouse-type shelving. We had taken all of the things that they had received and recycled - fixed up for reuse - and put them on these shelves. I told them to be sure and remove the things that they want to use in their new office. Someone was worried about some type of criminal activity so a man there said he would have a gun placed somewhere near the shelving and bullets in a separate location but also nearby. At first I didn't think that was necessary but later agreed that it was a good idea. There was something going on that we were either debating about how to do or what to do for quite a long time or something that we couldn't resolve.,elizabeth.tsv,(2004-01-26),-0.26994202,0.16890398
774,I was working with a team of people on some kind of project - home improvement or decorating. One of the last things I wanted for the homeowner was a storage bench seat- a rectangular shaped box with a hinged lid so they could use it for storage and sit on it. I wanted it to place it by the door so they could sit there to take their shoes off when then come in. I wanted it to have a back on it of about 6 inches and on the sides I wanted the back to taper down to about the middle of the lid/seat. Then I wanted an upholstered cushion for it. I drew four different design options for the carpenter because we were running out of time to complete the job and I wanted him to make the nicest one he could with the allotted time. I named each one after a person because each one was like one that person owned. One was named after me so I named it Anna F. One was named after Anna Fi so I named it Anna F also. At first I wrote Anna S but quickly realized that S was her maiden name so I changed it to Anna Fi. I realized that wouldn't work so I changed mine to Anna Father and hers to Anna Fi. I don't remember the names on the other two. But then later I changed the name on each one from the name of a person to something else.,elizabeth.tsv,(2004-01-27),-0.2250911,0.15599751
776,"I was working for a company that was involved in some kind of public event. After the event was over we were tearing down and cleaning up. I was paying attention to how someone had run the electrical wiring, or maybe it was related to telephones or computers. I was telling someone that I really liked the way they had set that up - that it worked really well, it was inconspicuous, it was out of the way. As we were cleaning up somebody was selling some things. I paid more than $1,000 for this telephone because I knew that someone had just won more than 20 million dollars in the lottery but they needed this telephone to be able to claim their winnings. I thought that since their prize was more than 20 million dollars they would be willing to pay a lot to get this phone that they need to claim the money. After I bought it I knew I would be hearing from them soon about buying phone. I was having trouble trying to decide what a fair price would be. It certainly wasn't my intention to take advantage of them, knowing that they had to have this phone to collect their prize. My intention was simply to make a good investment and get a good return on my investment. I thought it was fair for me to charge them more than $1,000 for the phone.",elizabeth.tsv,(2004-01-28),-0.16152166,0.085005626
779,"I was working at the CAS office. I had just come in for the day. I is typical for me in waking life I asked Bill C what his schedule was for the day and let him know that I thought we needed some work time and some time to talk to him about me and CAS. As the day progressed he seemed to be very busy. Like going from one place to the next - went on an appointment, came back, left for another appointment, etc. I had gone in Bill Cro's office a couple of times and there was stuff everywhere, all over the table, underneath the table. The rest of the time taking things in there. Setting them in there. I can't remember what some of them were. I went out. When I came back I saw the office door, there was something like mosquito netting hanging off the door. I went over and looked in and Bill C was in there meeting with the other two men and hadn't waited for me. I was so upset. I walked over and saw that Blair K had as well. Then I really become even more upset. Bill Cro and Blair K got up and walked out. Evidently Bill C was not including them so they felt it was wasting their time. Bill C looked up and realized what he was doing. He got up and came out of the office. Bill Cro and Blair K had issues about me not being there. I was now sitting at the front desk and Bill C was talking to three people standing there. They wanted to schedule their next meeting and Bill C said I could take care of that. I was thinking that here he was treating me like a secretary again. I went back into my office and was trying to clean some things up, return some calls, etc. I wondered how Bill C could not recognize how well I'm doing and see how easy it is to ____. There was something all over the floor that I was trying to clean up. I don't know what it was. There was a woman there and it was her last day at work so there was a party. I was trying to get something into her office and out of the way. It seems that there was an open window between her office and the rest of the office. Her and I had a very brief discussion. She asked me if I could find a file that I had asked her to try to find earlier. I ran into a compute problem, something with the printer. I was trying to cancel printing but it wouldn't stop. I was holding it in the air. Dottie E [unknown in waking life] came in and got the regular printer to stop but the thing in my hand was still going. I asked her about getting it to stop and she just walked out without answering me. I went back out into the office. Bill C was there again and getting ready to leave. I said something to him about meeting with him. He said, well, we have about 45 minutes before I have to leave. I asked him if he was coming back and he said he hoped not but he probably would. He didn't say anything but I could tell by the look on his face that he realized I still wanted to talk to him. I think he was trying to avoid it. I think I finally said something and he said we could do something right now and that he thought we could get done. I was thinking that we didn't have that much time, he's in a rush, he doesn't want to have the conversation, do I really want to have it now in these circumstances or do I want to let it go again and let it keep eating at me?",elizabeth.tsv,(2004-02-03),-0.2137079,0.04489356
780,"I was at the CAS office sitting across from Bill Cro's desk. Bill C was leaning against the table. We were talking. I think I was trying to narrow down a time when he and I could meet. He was saying that he wasn't going to be available because of family things. While we were talking, three or four times, he was adjusting the buttons and zipper on his trousers. He was reaching just inside the very top of the zipper. It was as though the zipper wasn't closing completely and he was trying to fix it. I found it very distracting and quite odd behavior for him as well. When he said he wouldn't be able to meet because of family time, I said that was very commendable because a lot of people don't have that dedication to family. I said it is also nice for his family that he is so dedicated to them. He looked at me kind of odd, as though I had some kind of hidden meaning to what I said or something - perhaps being sarcastic or critical. I didn't. Subconsciously I may have been feeling that I wished I had someone in my life so dedicated to me.",elizabeth.tsv,(2004-02-03),-0.16371264,0.0037167738
785,Putting in an in-ground pool for a small town.,elizabeth.tsv,(2004-02-10),-0.02068044,0.30394492
787,"Now I was in a gardening store and I was looking at flowers, flower bulbs, potting soil, fertilizer and such. Now it seems that it's a drug store that is selling these things. They had what we used to call dump tables in the retail stores where I used to work. They were shaped like a box so you didn't have to worry about things falling off or getting knocked off. They had flowers in these tables. I touched one of them to see if they were real but they were silk. I decided to come home.",elizabeth.tsv,(2004-02-11),-0.06639359,0.31027058
796,"I was getting married. It seems that we were in a elementary school building. I was going into the girls restroom to get dressed. My fiance came in wondering where he was supposed to get dressed. I pointed him towards the boys restroom. I don't know if he said something or if he just looked at me odd. There was some kind of communication or understanding that it was odd or not the ideal place to be dressing for our wedding. Maybe a bit uncomfortable. But it was, in fact, the area that we needed to get dressed.",elizabeth.tsv,(2004-02-23),-0.07294908,0.095921494
805,"I went into a store that sold fabric and carpet. I don't know if they sold anything else. I was looking specifically for some blue denim. I have no idea why. The displays, or where they had the fabrics stocked, were all very tall, taller than 6 feet. They were cube shaped with each side of the cube was open where the fabric would slide into it. Where the carpet was displayed, each side of the cube just had little squares of the carpet samples. They seemed to be on the kind of rack that stores use to display posters, where it's kind of like turning pages in a hanging book. When I was walking around this store I saw Dick W. He was a decorator. I think, when I saw him, I was____. Now I'm not sure. I noticed him and was thinking something about the fact that he was in there shopping. He was talking to an employee about the project he was working on, getting ideas, or explaining what he was looking for, not sure. There was also something about DDSI. There was a very tall metal cart. Taller than me. Yet it's other dimensions were that of a typical metal cart on wheels, rectangular shaped. It was outside on pavement on a slope. I pushed it down the slope. I can't remember if I rode down the slope on the cart of if I just pushed it down the slope and just let it go on it's own. I have more a sense that it was the latter.",elizabeth.tsv,(2004-03-04),-0.19322577,0.22511551
808,"I had a computer document that Bev and BJ both wanted a copy of. When I told them it was created in Publisher Bev said that she no longer had Publisher software on her computer and she made some kind of comment about what a pain that is and that it had something to do with hospital budget I think. BJ said she had Publisher. I asked her what version it was and it was a very old version like 1990. I don't even think there was a 1990 version of Publisher, or even of Windows. But that's what she said. I said, Oh. Well then you won't be able to open it because an old version of Publisher can't open a document that was created in a newer version unless both versions are 2002 or newer. Then John S was going to do some work on my computer. I had a new hard drive to install and something else but I don't what it was. It was something that I have never installed before. So he was working on my computer and he was working on some other stuff too. He got ready to quit and he hadn't installed this one thing that was most important yet. He said something about not getting it done so I started asking him if it was something I could install myself or asking him how to install it myself. Then I think Bev said something to him so he decided to go ahead and take the time to install it himself. I felt kind of bad about it but it turned out that it only took a few minutes to do.",elizabeth.tsv,(2004-03-08),-0.14146033,0.23895594
810,"I was on a team working on a project. I have no idea who the team was or what the project was. I just know that we were working on these things that were made out of wood that were probably 5 or 6 feet square. Two perpendicular edges were trimmed with something that looks like crown molding. We were cutting the wood, cutting the molding and attaching it and then painting them. On the back of each one we were writing three things. I think they were paint color, style of crown molding and I can't remember what the other was. We thought we had them all done when we learned that we still needed a couple more. In another scene we were working on something else. There were six of those. They were much smaller but square. They did not have trim on them. They seem to be something decorative to be hung on walls. We had three of the six completed. It was very late in the day and we were all exhausted. We were asking someone, I think it was the designer, if she could make do with three because we were all just totally worn out and did not feel that we could even do one more.",elizabeth.tsv,(2004-03-11),-0.14450982,0.13868214
812,I was in the apartment getting ready to do a load of laundry. But I was doing it in the toilet in the downstairs bathroom. I had a very large load of permanent press clothing. I thought I could do it all in one load. I realized there was no way I was going to get it all in there at once so I started pulling some pieces back out. When I thought I had enough things out I flushed the toilet and it started pulling one piece of clothing down and then it started overflowing. I was quickly pulling clothes out one piece at a time and dropping them onto the floor where the water was overflowing to soak up the water and keep it from spreading out further. In just seconds the water was like 3 or more inches deep but it wasn't leaving the bathroom into the kitchen. I think I finally did get enough of the clothes pulled out to either soak up the water or to block it so it wouldn't go out into the kitchen.,elizabeth.tsv,(2004-03-13),-0.12222418,0.05160001
