n,dream,source_filename,date,pca1,pca2,q_pca1,q_pca2
751,"I had called Doctor C. He suggested we get together for a drink and to catch up. I was talking to someone and telling them that I was going to do that. I'm at home now and preparing for him to come there. I had called the maintenance men and asked them to come and work on my chain lock. I needed to get it fixed before he got there. I stressed to them the importance of them getting it completed before Doctor C got there. They made a comment about why it was so important. I said something about him being a pulmonologist. They made a comment about doctors thinking they are so important. I said that he is a pulmonologist and a lot of time he does save people lives. If he gets paged the hospital expects him to show up immediately. He showed up. I greeted him at the door. The door reminded me of the back door of my birth home. I opened the door and greeted him. Before he walked in he leaned in and gave me a little kiss on the lips, but kind of like you would with family or a good friend. It wasn't at all romantic. We were both sincerely glad to see each other again. There was a woman intern with him. They wanted to change clothes. Doctor C didn't even ask where to go he just went ahead like he knew where he was going. I directed the intern to a second bedroom where she could change. They came out. We were sitting in the living room talking. This is my home but it's not familiar to me at all. Doctor C was saying that there was something different about me. I told him that I had lost 35 pounds. He said something about it being in addition to the 23 that I lost four years ago and I said no. I told him that unfortunately I had gained that back plus some. But I'm back now because of lifestyle changes so I can keep losing and keep it off this time. ",elizabeth.tsv,(2003-12-16),-0.2807175,-0.07966833,-0.36548388,-0.07538479
753,"I met my future husband last night. His name is Sal [unknown in waking life] . I had my laptop sitting on my bedside table and it was connected to the internet. I started chatting with him online, though I don't know who contacted who or how we found each other. Online he called himself Sal CEO. Our first interactions were fun and playful. Within a few hours he had arrived at my house to meet me. He is fairly tall, has reddish brown short hair, wears glasses and medium build. He is a very nice man, and fun to be with. I was sharing a home with Darren and with Maureen U from the sleep center. They were married and lived primarily on the first floor of this home. Sal and I wanted some time alone to get to know each other but he was very nice about the fact that Darren and Maureen U were there. They were each dealing with some kind of problem in their life, each separately, and he was being very kind in allowing me to do what I needed to do for them. We were both engaging in conversation with each of them about whatever it was they were each dealing with. He noticed a bumper pool table across the room and suggested we play. I told him I didn't know how and he would have to teach me. I went over to the table and realized that there was a piece missing or something and told him we couldn't play because of this. He suggested another game that the four of us could play. We were preparing to do that. I noticed how dirty the tile floor was. It was covered in black footprints. I said something to Darren and Maureen U about it, almost scolding them, telling them that they could be a bit more conscientious about taking care of my home since I had agreed to let them stay there temporarily. I lived primarily upstairs while they were staying here, but shared some rooms of this floor. That's why Sal and I were down there instead of going upstairs. While we were getting ready to play this game Sal and I found ourselves alone in a room for a few seconds and he gave me a quick kiss on the lips. I could tell by the look in his eyes that he was going to do that before he did. It was nice. It was especially nice because it affirmed to me that he was enjoying being with me.",elizabeth.tsv,(2003-12-22),-0.22358595,-0.058105946,-0.4573225,-0.15665409
754,"I was in a photography class. We were to take photographs of one of the other students. We were also supposed to have one of the other students take some photographs of us. When we took a break to do this I didn't stand up to connect with someone right away so I had to sit and wait for someone to be free. As soon as I saw one woman sit down - finished - I asked her if she would take the photographs of me. We moved around to different places in the room. There was one place that had grey curtains. It was almost like a stage area. I was going to sit on the edge of the stage and have the grey curtains in the background. She didn't like the grey background. There was another place where the walls were kind of a cream/beige color. She thought that would be a better background. We went over to that area. As she was getting ready to start I realized that everyone else was done and sitting down. I said, This isn't good. Everyone is sitting there watching now.",elizabeth.tsv,(2003-12-22),-0.24284695,-0.121999785,0.19742844,-0.2511202
756,"I went over to Lakeland Dr to the old house there. I saw a woman in the living room, feeding a baby. She had another child that was a little bit older - maybe 5 or 6 years old, a girl. The room was pretty messy. There was a screen door. The door was open so I walked up to the screen door and I asked if I could step inside for a second. She said okay. I could tell she was a little hesitant because she didn't know me or why I was there. I stepped inside and said, My name is Anna. I used to live here. You don't know me obviously. I wondered if I could just walk through the house. She said it wasn't a very good time that they really hadn't even closed on the house yet. I said that was fine, that I understood. I put my hand on my chest and was fighting back tears. I said that it was okay and that maybe I could come back another time. I left. As I got to the front sidewalk another woman came out. She was the owner of the house - that was selling the house. We talked a little bit. I introduced myself and told her the same thing - that I used to live there and that I really just wanted to walk through the house. Her husband came out. We were all looking down the street and talking. They said that they had had trouble selling it and ended up selling it for less than they had hoped. I said I had the same problem. I was divorced. Actually, what I said is that we were going through a divorce so I just had to sell it. I told them the neighbors had gotten upset with me because I sold it as low as I did, but that I really didn't have much choice because I had to sell it and move. We had a nice talk. They both gave me their business cards and in fact the woman gave me two of them. She had two different business cards. They told me to give them a call in a few days and they would see if they could arrange for me to come over and walk through the house. There was a third person there but I don't know who she was or what her connection was to all of this. Now I'm standing at this outdoor sink. There's an attachment on the sink, kind of like the ones you would pull out to spray and rinse out the sink. I was doing something with that. It wasn't exactly like that though. It was a hose and the end of it looked more like a garden hose. I had put something in the end of it and was thinking about that. It was almost like it had something to do with a penis.",elizabeth.tsv,(2003-12-23),-0.3194859,-0.28214726,0.091027156,-0.08487977
766,"Matthew and I were driving back to the city where I live from St. Joe. As we neared I-465, nearer to the city, you could see the skyline. In the skyline there were two very distinct buildings. One was directly in front of us. The other was off a little bit to the left. They both had very large words on top of the buildings. I could read them from there. We were talking about the buildings, what they were, which one was tallest building in the city. I decided that the one to the left was in my way, was blocking my vision while driving so I reached up and bent it over, almost a U shape, to the ground. That didn't break anything. Now Matthew is a very young child and it's the fourth of July. We're on our way to see the fireworks. My intention was to find someplace close to home, on the way home, to just stop and watch the fireworks and then go the rest of the way home. Matthew was pouting because he wanted to go over to the west side of town, to some place where I knew it would be packed with people to watch fireworks. I had to call Darren for some reason. I was trying to be very nice. I wasn't sure how he was going to be with me on the phone after my latest emails when he got kind of miffed at me. I was still being very nice. He asked me how I was and I said fine. I told him Matthew was pouting. Darren said something. I guess I didn't realize that he wanted to talk to Matthew. Then he said, No. I'm not kidding. Put him on the phone. I gave Matthew the phone. Apparently Darren said something to him about pouting. At this point we were laughing. We weren't in the car anymore and there were a lot of people around. I was trying to explain to Matthew that it was going to be so crowded and uncomfortable and it would take us so long to get out of there after the fireworks. I let Matthew talk to Darren. Darren seemed to make it a little better but not much.",elizabeth.tsv,(2004-01-14),-0.1413164,-0.15059298,-0.0025191335,0.24884167
772,"An actor was in town at a local establishment, maybe a restaurant. He was engaging primarily with me and the people who were traveling with him. I don't know why me. When I first saw him I thought, Oh, I've always liked this man. He always seems like such a nice man. I don't know who it was though. I have the name Benjamin Bratt in my head but I know it wasn't him and I haven't paid much attention to him in waking life. Anyway, he was going to be doing a kind of impromptu singing performance and he wanted to sing primarily to me. He pulled a wedding or engagement ring out of his pocket for a prop. He asked me if I liked it. I said I did. The ring had one large diamond in the middle and was surrounded by two rows of smaller, yet not small, diamonds. The ring was not a full circle - it was adjustable. I put it on the ring finger of my left hand. I took it off a time or two and put it back on. He was sitting across from me, maybe at a table. I put my left hand on top of my right hand, somewhat outstretched in front of me. My hands were tan. I checked my nails to see what kind of shape my manicure was in. They looked fine. I think I did this more than once as well. It seems that after that he was maybe sitting on a stool, or some chair that made him higher than me. He was still sitting in front of me but he picked up my hands and laid them on his right leg. I don't remember seeing the ring on my hand. Some of the other people there were envious that I was getting all of his attention. There was nothing romantic about it but there was something about me that he found endearing and comfortable maybe. I was enjoying myself but I don't think I was really feeling flattered, or honored, to be the center of his attention.",elizabeth.tsv,(2004-01-25),-0.07356487,-0.102023646,-0.3336299,-0.06870657
775,"I and some other family members were at BJ's house, though it looked different than it does in waking life. I was in the house with some of the others and was looking out the window. BJ was in her car. It was a very old, large, red car. She was going somewhere. I noticed parts falling off from under the body of the car. I was thinking how dangerous the car is and said this to someone. I went outside and she had gotten out of the car and came back to the house. I said something to her about needing to replace the car and she agreed. Bill F was standing there. Now it seems that the car belonged to Bill F. We started talking about him donating the car. We went back into the house. Now the car was a flowering plant. It was in a very large, round planter. I was thinking that it was odd that as much as I like flowers and plants I didn't especially care for this one. I was studying it and began to think that I could really learn to appreciate and enjoy it. As I was doing this Bill F had a hand spade and was digging up the plant. It seemed to be several separate plants in the one planter. He was digging them up and separating out the individual plants. Someone asked the name of it. They said it was some kind of orchid. It didn't look like an orchid does in waking life. I can't remember the name now but at the time I thought it was such a beautiful name and it gave me a new appreciation of it. It's as though it changed how I felt about something else - feeling more joy. It was covered with small pink flowers with white and yellow on the inner part of each flower. Each flower had about four petals.",elizabeth.tsv,(2004-01-28),-0.2472261,-0.06757941,0.15510467,0.050238963
778,"I was in my mother's hometown. It was in the evening, dark outside, and cold. I was walking but I don't know why I was there or where I was walking. Somewhere along my walk I put down my coat, my scarf and my gloves. Later I realized that I had picked up by scarf and gloves but had forgotten my coat. I don't know how that is possible since it was cold outside. I was now in some kind of a store. There were two young women, late teens or early twenties, working in the store. They were putting cards of earrings on a circular earring rack. I had the impression that one of the two women had made at least some of the earrings. I pointed to them and told her those will sell very well, and I was basing that on either having sold a lot of them myself or knowing about a store that sold a lot of them. I had actually ended up in the store by accident and wanted to go through the store to get someplace else. The store was pretty crowded and messy. Now I was carrying something like a plastic laundry basket, oval and very pliable, and it had something in it. I was kind of pushing it together as I saw aisle after aisle crowded with stuff and thinking if I squeezed the basket together I could get through the aisle but kept avoiding trying. One of the women finally came over to me and pointed out an aisle that was clear. I went down that aisle and out the store. When I had first entered the store the women seemed to not be very nice - as though they didn't want to talk to me. They didn't seem to appreciate what I said about the earrings. After I left I thought of something else and went back and just stuck my head in the door and told them what I was thinking. It was something that I thought was either good advice or another affirmation of something they were doing. This time they seemed much nicer and seemed to appreciate what I had to say - like they were really going to use my advice. After I left the store I came to WHHHS, which is not in town in waking life. Again, I went into the building to go through and try to get to where I was going. I got lost in the school and found someone and asked them how to get to an outer door. When I got to that door there was an older woman there giving another woman directions. After she finished I asked her for directions for where I was going outside the building. She gave me directions and they seemed simple and easy to follow. After walking for a little while I either got lost again or was no longer sure that the directions were correct or that I had heard them correctly. I decided that I would walk to Aunt P and Aunt H's house and ask them to drive me to help me find my coat and my car. I don't know why I wouldn't just ask them to help me find my car and then I could drive around and try to find my coat myself. I came to a place where I couldn't go further as I thought I would be able to. I saw Mother and asked her how to get to Aunt P and Aunt H's house from there. She told me to just down a couple of blocks to Dair, go right on Dair and I would know where I was. I don't know why I didn't ask her to take me, why she was there, why she was outside, or anything like that. As I started walking towards Dair I looked at my watch and saw that it was 8:40 p.m. I knew I had to hurry because I didn't want to be knocking at their door after 9 p.m., especially if I wanted them to drive me somewhere at that hour. I began to run the few blocks to Dair Ave. When I turned right on Dair I found myself going through buildings again. It seemed that I was going through a private office, or maybe the office of a little hotel. The only other thing I remember is thinking that it might have been better to just call Jean K and ask her to come and get me and take me to find my car - and maybe my coat.",elizabeth.tsv,(3004-01-29),-0.15061258,-0.038360033,0.26575017,-0.11225469
781,"I was with some of my family, Bev and BJ for sure. There were others but I don't know who. We were in a gift store that sold religious and spiritual items. We were standing there talking and Bev made the comment that she had just recently made her first P E Circle. I thought to myself, P E Circle? What is that? At first I hesitated to say anything because I feel that they expect me to know a lot about spiritual life. I finally decided to go ahead and ask in such a way that maybe they would think I was just interested in knowing more about her experience or that I just didn't understand what she said. Bev looked at me and kind of laughed and in a critical tone of voice said, you don't know what a PE Circle is? It had something to do with something vocal and yet there were four things and maybe there were two options of groups of four things. I say things because I have no idea what these things were. Somehow these things impacted the vocal quality of whatever this was. I had chosen between these two groups of four. I had chosen the four that gave the lesser quality. This sounds extremely weird but it almost seems as though they were chairs. I had decided to paint the backs of these chairs black. But they looked like, I can't even visualize the whole chair just something that looks like the back of a straight back chair or the kind of chair that we have in our training room at work except that they had a pattern with little holes all over it. There was something about spraying them black.",elizabeth.tsv,(2004-02-06),-0.16324688,-0.031132666,0.06653463,-0.27007458
782,"I was driving through a parking lot that had huge piles of sand all over the place. People were coming and paying for and taking some of the sand. I don't know how they were taking it. The piles of sand made it very difficult to drive through the parking lot. Some of the areas seemed more like I was driving down a street where there had been snow and ice. Parts of it were melted and parts of it were very thick so where I was driving was very uneven and rough. The owner or whoever was responsible for maintenance needed to come in and reorganize the piles of sand and dirt so it was in neat piles and would clear out more of the driving space. I think Matthew is in the car with me. There was a woman there. I don't think she was in my car. Maybe in her own car. She didn't know how to get where she was going and she asked for directions. I said it depended on whether she took 465 north or south. She said, south I guess. So I told her which way to go. She asked again. I gave her the directions again. She told me where she wanted to go. I didn't know where that place was so I couldn't help her. Someone told Matthew to watch for a yellow, circle-shaped, inflatable something. We were driving around and saw several things that looked like they could be what we were looking for but somehow we knew that they weren't. We saw someone coming out of the hospital. ",elizabeth.tsv,(2004-02-06),-0.24107668,-0.14462669,0.15294449,0.1324694
790,"Someplace with Ben D. The building began to collapse and people were shouting to everyone to get out. Only one section of it collapsed. We checked to make sure no one was trapped or injured and they weren't. Ben D and I were outside, he was standing behind me, facing me with his arms around me. He asked me if I wanted a behinder. I've never heard that term before but I assumed I knew what he meant. I said that I was sure he would enjoy that. Then the building started to collapse again and everyone began to run. Ben D was still behind me with his arms around me. He barely lifted me off the ground and began to run. My feet didn't even touch the ground. Someone told us not to even turn around to look, to just keep running. We kept coming to places of water and I kept saying with panic that I can't swim. It was as though we skimmed across the water. This happened several times. Finally, we heard the building come crashing down behind us. After we were sure we were safe we stopped. We were just at the edge of the demolished building. Where we were standing was by a type of corridor to the building. It had not crashed completely to the ground. I saw people in there who had not made it out. I started reaching in and helping people to get out. After everyone that I could reach was out I saw that there were more people in there so I went in far enough to reach the others. They had been injured, but all of them were in a seated position with their legs straight out in front of them but they were bent way over towards their knees, a sort of yoga position. But they couldn't move, even though they had room to move. I reached for each of them and slid them out by the boards they were sitting on. I didn't even think about the fact that this part of the building could collapse the rest of the way. It was an old house that had been three floors.",elizabeth.tsv,(2004-02-14),-0.12171572,-0.20778394,0.020286113,0.3193788
793,"I was getting married. I don't know who the groom was. I don't know where we were getting married. I was running out of time but there was still a lot to be done. I was supposed to set up chairs or rearrange seats in the church. I had not had a shower yet. I was going to take my shower and get ready and then go set up the chairs. It was 4:45 and the wedding was supposed to start at 6 pm. I was getting panicky. Someone was using my shower. Someone else told me that I could go to a friend's apartment and take a shower there. I went there and started getting undressed when I realized that all of the walls were windows. Even though they were opaque people could still see in. I was trying to find furniture that I could duck behind so people couldn't see me getting undressed. The apartment was very close to the street so there were people walking by. I was taking some newspaper. I think I was only naked from the waist down. I was trying to cover my breasts so people couldn't see them. I think BJ was with me. She was pushing buttons on the wall that were supposed to lower some window shades. There was a woman standing outside and saw us putting the shades down. She signaled to BJ not to do that. I think BJ must have signaled back to her. When she got the idea what we were doing and why she was okay with it. We got the windows covered. BJ told me to go ahead and start taking my shower. She was going to go get my toiletries. The shower was circular, on a platform and very, very large. It looked like a circular stage. The shower head was in the ceiling. There was a shower curtain that pulled around it. I hadn't turned the water on yet. The person who lived in the apartment was standing there now. She said something to me so I stepped out a little bit from around the shower curtain. BJ showed up with my toiletries and stuff. Jody S, Kim H, and Matthew were all there now too. I was trying to get started taking my shower and Kim H wanted to take some pictures of BJ. She got in my way so that was postponing me again from taking my shower.",elizabeth.tsv,(2004-02-21),-0.16561909,-0.19741185,0.09537409,-0.14027114
795,I was at the CAS office. It didn't look the same as it does in waking life. I was near the kitchenette area. There were two jars sitting there. They were clear glass with no labels and with lids. I tried to loosen the lids on each one and couldn't though I didn't try very hard. Bill C walked up just as I began to try so I just asked him to open them. He opened them very easily. I said that I don't usually have difficulty opening jars. Then I wondered why I said that and why it was important and why I didn't try very hard. One jar had lemon drops in it and another jar had hickory nut halves. I took one lemon drop and one hickory nut half and put them both in my mouth at the same time. Bill C walked away while one of us was saying something to the other. In a very short time I put two more lemon drops in my mouth. I was thinking something about him seeing me eat these lemon drops and what he might be thinking about that when I had been doing so good on my weight loss plan last year. It made me uncomfortable for him to see me eating these lemon drops.,elizabeth.tsv,(2004-02-23),-0.16374984,-0.010596006,-0.056021515,-0.03050121
798,"I was with family but I don't know who's house we were at. Jim D called and then showed up. I was so thrilled to hear from him again and to see him. It was nothing physical. He was there visiting with me around the family. We had shared a couple of meals together. At one time he and someone else was hungry so I went to McDonald's for them. When I came back I was putting their food on plates. I noticed that the french fries were not done well. They were very soggy, not crispy. This is odd because I thought before that they said they wanted me to go the little Chinese place around the corner from my house. Jim D left and called me at work and left a message on my voice mail. Part of his message said that our voice greeting was too confusing or long or complicated. I went to tell Bill F and he got a little defensive and didn't like it. I said that Jim D had been in the voice mail business for many years and I just thought I would pass it along.",elizabeth.tsv,(2004-02-28),-0.28403157,-0.06440757,-0.14882089,-0.12430308
799,"I saw John Cusack, the actor. There were maybe three other men. I was working for Gary S. There was some thought or discussion about our past relationship. I was thinking that I knew better than to do that again, especially now that we are working together. Him, these three men and myself were trying to get more information about something wrong or bad that was going on in some bar or restaurant. I think we set up kind of a sting so we could go in and catch the culprits. Gary S was going to be the target. The rest of us were just going to be in the bar watching. When the bad men made their move we could move in on them. I don't know what we were actually going to do. I think it was a bar but it was very well lit. It seemed to be in the middle of the day. We all went in at separate times so no one would know we were together. When I went in I walked around looking for a seat next to one of the men I was with for safety, but I couldn't find one. I walked out and came back in and finally spotted one. I went up and acted like I didn't know him and asked if I could sit in the seat next to him. There was another man on the other side of the empty seat and there was very little room. I had to squeeze myself in between them to sit down. My arms were against each of them. I don't know that anything that we expected to happen actually happened. I think the place emptied out but I don't know why. Now I think there is another woman with us. We were all standing and something started to happen that felt somewhat like an earthquake but not really. We knew that wasn't what was happening. We all huddled together and were holding onto each other tightly so we wouldn't get separated. I was standing and I was looking at the floor. It started changing colors and the colors were swirling. I realized that time was changing. As soon as it quit, I guess I must have closed my eyes, I opened my eyes and saw that we were now in a diner - kind of a 50's diner. We were all dressed alike, in white uniforms, with a kind of red string tie around the collars of our shirts. I said that we were working in a diner now. Apparently the diner was just getting ready to open because there were no customers in there. I think the woman was with me but I think there were also people in there that weren't part of our group. One of the women who was working sat down at one of the booths and started looking at the menu. Each table had a menu laying on it. Customers started to come in. I walked over to the door at one point and pushed it open - the door opened out. I welcomed them and told them to have a seat, that someone would be right with them. It seems like it was dark outside now. The surroundings seem to have changed again but I don't know how or to exactly what. I was looking around and decided to look outside. When I went to look outside the door closed behind me and I couldn't get back in. I realized that the time had changed again. I got a bit frantic to be separated from my group. I was running around the building trying to find a way in or a way to at least communicate with my group. I found this one little slot. It was a rectangle that was maybe 12 by 18 inches. It had a kind of door on it that opened up. When I opened it there was another, and another, and so on. I don't think I ever got to the last one. They were made of different styles and materials. One was almost like leather with a leather pull strap. I thought I would be able to open it and call inside to my group to let me in or to help me. I ran a little further and found the door that we had gone in originally. I was relieved but when I tried to go in I found the door was locked so I still couldn't get in. I turned around and there was a man standing in front of a car looking at me. I could tell I was in trouble. He had an evil grin on his face. He stood there for a minute and then he started walking toward me.",elizabeth.tsv,(2004-02-29),-0.23513085,-0.091472484,-0.09075996,0.073545426
800,"I'm at home in my bedroom. I realized that my bedroom windows were open. When I got up to close them I realized that they were open because someone had broken in. My first thought that it had happened earlier and it didn't even occur to me that someone might still be in the house. I thought they had come and gone before I got home. I closed the window on the right side of my bed, noticing that the blinds were damaged. I went to the other window and tried to close it but it wouldn't stay closed. It kept rising back up. I kept pushing it down thinking I could get it to stay closed. Then I noticed how damaged the blinds were. They were very damaged and I couldn't do anything with them. People would be able to see in. I wasn't dressed because I don't wear anything to bed. I was ducking behind the curtain while I was trying to do something with the window. I pulled the curtains across the window, together, but realized I couldn't get them to stay there either. They looked different than they do in waking life. I was pulling one all the way across the window thinking that maybe I could get it to say behind the bed. That didn't work. Then it started to rain, freezing rain. Then I decided to go get something to sit on top of the window pane, so if I pushed the window pane all the way down and sat something heavy on it, it would stay down. I thought of something that I could use and it was in Matthew's room. As I headed into Matthew's room I realized that the TV was on, that something must have messed with the power to cause the TV to come on by itself. Then I realized that the other TV's in the house were on. I was trying to find a light that I could turn on. I thought there was a table lamp on a high dresser. There was all kinds of stuff sitting in front of it. I was being very careful but I ended up turning on some kind of large toy instead of a lamp. Then I was reaching much lower to the other side of me and I accidentally turned on another toy. I went to his closet and found my Ti Ping (don't remember the name) balls that are used for relaxation. They were in their box so I took those thinking they would be heavy enough. I pulled the window down in my room again, sat them on the top, and the window went right back up because they weren't heavy enough. Then I thought about my weights. So I went and got all four of my weights. At first I sat the smaller ones toward the center. I realized that the right and left sides of the window were sloped so I wouldn't be able to get the larger weights to sit there. So I put the heavier weights on the center. That still wouldn't work. The window was still open and the freezing rain was still coming in. I messed with the blinds again and tried to twist the wand to close them. I thought maybe if I could do that I could get them to straighten out. The wand was turning very hard. I was having a very difficult time trying to turn it. Then I started messing with the curtains again trying to get them to close and stay closed. I thought maybe I could put a chair in front of the window against the curtains to hold them in place. I was trying to decide, I thought about calling emergency maintenance and telling them that my window was open. I hated to bother them in the middle of the night. But I thought with the freezing rain it should be okay to call them but I still didn't want to bother them so I didn't call. Then for some reason I decided to go downstairs. As I went downstairs I heard some noise. It was kind of a hissing sound. As I was walking around I noticed that a window was partially open. I realized that it must have been from whoever had broken in. I closed it and was looking around again. I don't know what I was doing again. Then I noticed that the patio door was open. I thought that was strange because I was almost sure that it hadn't been open a minute before. I closed it and then I heard a window open. Now I really got frightened. I headed towards the front door though I don't know why or what I was going to do. Then I saw someone in the kitchen. I grabbed a very thin rope. I started yelling, Go away. Go away. Then Tim U came out of the kitchen. I didn't know what to think at first because it was Tim U, who used to be a maintenance man in my community. Before I could say anything or ask him what he was doing there he held up something that looked kind of jumper cables. I could tell that he was the one who had broken in and that he was there to rape me. He was saying in a very high-pitched sarcastic voice, don't hurt me. Don't hurt me. He intended to tie me up with these jumper cables and then rape me. Somehow I realized that he had done this to other women and that when things went wrong he either hurt them very badly - physically, or maybe even killed them. I was looking at him very intently. I was thinking that as soon as this is over and he is gone I'm going to report it and I'll be able to tell them exactly who did it. I was thinking about what I could have done differently. If I would keep my car keys on the front table maybe I could have grabbed them and gotten out the front door and gotten away. Where would I go? I thought I could have gone to a gas station but he might have followed me and could grab me outside the station. I wouldn't want to go in the station and put the employee(s) there in danger. I wouldn't want to drive all the way to my parents house, though I don't think he would have followed me that far. I realized that I don't know where a police station is in the city where I live. That alone scared me. Then I thought I could go to a fire station. But where is the closest fire station? I know where some of them are but I don't know which one is closest. But I could pull up to a fire station and blow my horn. There would be fire fighters there 24/7 so they would hear my horn and come out to help me. Now I started thinking about what I needed to do. I decided that I need to go to the office and found out where Tim Uis now because I know he doesn't work here anymore. I knew that I had seen him enough that I could give the police a good description and I could tell them definitely who it was.",elizabeth.tsv,(2004-02-29),-0.05394821,-0.2488194,0.17350046,0.11836071
802,I seem to be at PLU though it doesn't look like PLU does in waking life. I am with Matthew and Chris H. There is a row of swings. We are all talking and swinging. I am playing around and I find that as I swing I am able to make the whole frame of the swing jump forward or backward. I can make it jump forward a couple of steps. The swings are very close to where the football team is practicing. I don't know if I am still on the swing or something related to the football team teasing. One time when I do it I realize that I've maybe gone to far or gotten too close. I turn around and start to run away. They decide to run after me and tackle me. A bunch of them do and they land on top of me. There is something about being in one of the buildings and something flying around in the building. A bug or a bird maybe but it's too big to be a bug and I'm pretty sure that it's not a bird. There's also something about me working on a computer document. There is a whole list of categories or maybe a list of titles or groups of words. I'm going in and looking at changing groups of words and I'm going in and changing the description of that title or group of words.,elizabeth.tsv,(2004-03-01),-0.12279687,-0.08947569,0.039181948,0.11395036
807,"I can't decide if what I was doing was for school or for pleasure. I was in an historic home. I was there with other people that I knew. Supposedly the house was haunted by a former female owner of the house. During the visit we all went into one room for a kind of class. We had to go which makes me think it was for school. There was something about women had died in this room before when some certain thing occurs. I was sitting in the room listening to the lecture. The woman giving the lecture was dressed in period clothing but I can't tell you what period it was. She was talking to us as though she was this woman who continues to haunt the home. I was sitting there thinking that every time I am in that room I get a really sore throat. I thought it was related to this ghost but I don't know why. As the lecture continued she was talking about her ability to create bubbles or something out of this tube of liquid. We all had clear glass tubes with blue liquid in them. The tube was actually six-sided. I was holding mine between my legs but I don't know why. I think it had something to do with my not wanting to influence it with my hands. As the lecturer was talking I was watching the liquid in my tube and I realized that I was the one that was. It was like she was trying to blow a bubble out of this liquid. That the liquid would rise to the edge of the tube and then form a bubble on the top outside of the tube. While she was trying to do whatever it was I was watching the liquid in my tube rise and still hoping that I wasn't the one she had chosen because that meant that I was the one that was going to die if this legend continued of women dying in this home at the hands of this ghost. As the liquid rose it started seeping out of the tube onto something on my leg that was round but it had grooves in it almost like flower petals or a starfish, kind of like spokes coming out from the center of the circle. The blue liquid would ooze out and was filling these indentations in this round circular thing. Then it didn't ooze out from there. Somehow the liquid stayed contained in the grooves of this circle even though there were no edges on it to prevent the liquid from seeping out. The woman who was presenting the lecture and posing as the ghost approached me. We were talking about this circle thing on my leg. She was touching it and was trying to assure me that I was not going to be the next one to die as a result of this. After the lecture was over we were in another part of the house and we were still discussing it. Again I noticed a sore throat. There were other people that we were talking to in the house.",elizabeth.tsv,(2004-03-07),-0.058926605,-0.15047912,0.18853699,-0.16283204
811,"I was walking up to the inside of the front door of my home. I was walking very slow because I was kind of afraid to look out the peep hole for fear that whoever was out there might be able to see me inside. When I looked out I saw it was Darren. His face looked really big like when you see something in a convex mirror. I said, Darren? Is that you? He shook his head yes. I reached up and put the chain on the door before I opened it just in case it wasn't him. When I opened it I could tell it really was him. He had his wallet out and took out a $50 bill and handed it to me. I took it and told him to wait a minute. I closed the door so I could take the chain off and open the door all the way. He backed up and I stayed up and thanked him and asked him something else. I also told him that I had written the Dept of Revenue about the title to that car, explaining the situation to them. I got a response from them just telling me that there was no lean on the car that I just needed to send them the title and they would send me a corrected title back. I asked him to please mail the title to me. I also told him that I sent him an email and guessed that he had just not had a chance to read it yet. That's when I explained to him about the letters. He said he would also send me something else but I don't know what that was. While I was out there talking to him Matthew came to the top of the stairs and called me. He was very little, maybe only three years. He said, Mommy. Mommy. I said, Just a minute Matthew. As I tried to wrap up my conversation with Darren I was thinking that I needed to go in and see what was going on with Matthew. I was thinking that I needed to tell Darren that. When I did go in I remembered that Brian F had been here and had changed our steps. We had wanted steps going into the basement, which I don't have in waking life. So to do that he had to take the steps upstairs and replace them with steps downstairs. He replaced the stairs going up with a pull-down ladder that you use for attics. I realized that was why Matthew hadn't come down, because he didn't know how to come down now. I pulled the ladder down and was really scared about using it. It was a very long way down to the basement and it was pitch black dark. Even in the best conditions I would have been afraid of going up that ladder. There were no rails to hold on to. I got to the top and I realized that I had to step over to the floor where Matthew was. The ladder was kind of swinging now so it became extra dangerous and scary. I did manage to get over there. Then I started wondering how I would get Matthew down stairs. I couldn't carry him down that ladder and he certainly can't climb down himself. He was lying in bed right next to the opening. I had put something around his ankles and tied them to the bed so he wouldn't fall through the opening. He got up and stood by the front of the opening when he was calling me. Now he was asleep again. I lay down on my stomach and rested my head on his stomach. That woke him up. I was really panicking about how I was going to get Matthew downstairs. I am back on the first floor thinking how these steps are not going to work, that I'm not going to be able to get Matthew down. I need to call Brian F and see if he can come back and see if he can just make the steps narrower and just have steps going up and down so I could go up like I use to. When I went up the ladder there was very little room between the ladder and the roof. It looks more like an attic than the second floor.",elizabeth.tsv,(2004-03-13),-0.27522492,-0.14155295,-0.13904984,0.18823174
813,"I went outside the apartment. It was night and had started to snow shortly before. The ground was already covered. I was thinking about going somewhere so I had gone out to clean off the car and see how bad it was to decide if I really wanted to drive in that weather. As I got close to my car, it was parked to the left of the sidewalk, one of my neighbors across the street and to the right yelled out to me. I didn't understand her so I started walking towards her saying sorry I didn't understand you. She said it again but I still don't know what she said. As I got close to her I asked her if she was going out in this weather. She said she was going, to a family member or something to see the____. I'm going to say eclipse but it wasn't eclipse because it was night. I looked up into the sky and said I don't know enough about astronomy to know where to look. She said something like you can't see it from everywhere that's why she was going to this other person's house. It was something like you would be able to look into the sky and be able to see something like I'm trying to figure out how to describe it. I can picture it in my mind because when I was looking in the sky for it I knew what I was looking for. I knew what it would look like. It would look like a partial eclipse with a partial arc of light in the night sky. It wouldn't be moving like an eclipse either because it would be in one place for most of the night.",elizabeth.tsv,(2004-03-13),-0.15234163,-0.21210638,0.1983739,0.028921772
